Date,PAYX
2014-07-30,29.709579467773438
2014-07-31,29.372949600219727
2014-08-01,29.38009262084961
2014-08-04,29.2654972076416
2014-08-05,29.02198028564453
2014-08-06,29.129417419433594
2014-08-07,28.97184944152832
2014-08-08,29.609302520751953
2014-08-11,29.78835105895996
2014-08-12,29.659442901611328
2014-08-13,29.774032592773438
2014-08-14,29.874309539794922
2014-08-15,29.759708404541016
2014-08-18,30.1464786529541
2014-08-19,30.203767776489258
2014-08-20,29.974580764770508
2014-08-21,30.1464786529541
2014-08-22,30.031879425048828
2014-08-25,30.017553329467773
2014-08-26,30.067689895629883
2014-08-27,30.053369522094727
2014-08-28,29.92444610595703
2014-08-29,29.831323623657227
2014-09-02,30.010404586791992
2014-09-03,30.246747970581055
2014-09-04,30.325532913208008
2014-09-05,30.31836700439453
2014-09-08,30.418643951416016
2014-09-09,30.110675811767578
2014-09-10,30.13931655883789
2014-09-11,30.103511810302734
2014-09-12,30.060529708862305
2014-09-15,30.160802841186523
2014-09-16,30.010404586791992
2014-09-17,30.47593116760254
2014-09-18,30.7839298248291
2014-09-19,30.769594192504883
2014-09-22,30.425809860229492
2014-09-23,30.375673294067383
2014-09-24,31.42855453491211
2014-09-25,31.28529930114746
2014-09-26,31.514503479003906
2014-09-29,31.679229736328125
2014-09-30,31.657747268676758
2014-10-01,31.142051696777344
2014-10-02,31.020286560058594
2014-10-03,31.743680953979492
2014-10-06,32.00152587890625
2014-10-07,31.42855453491211
2014-10-08,31.758007049560547
2014-10-09,31.392732620239258
2014-10-10,31.091917037963867
2014-10-13,30.99880027770996
2014-10-14,31.185026168823242
2014-10-15,30.834056854248047
2014-10-16,30.862720489501953
2014-10-17,31.156370162963867
2014-10-20,31.335433959960938
2014-10-21,32.00152587890625
2014-10-22,32.02302551269531
2014-10-23,32.23789596557617
2014-10-24,32.58169174194336
2014-10-27,32.782230377197266
2014-10-28,32.94697189331055
2014-10-29,32.94697189331055
2014-10-30,33.329742431640625
2014-10-31,33.90026092529297
2014-11-03,33.986942291259766
2014-11-04,34.1241569519043
2014-11-05,34.499698638916016
2014-11-06,34.35525894165039
2014-11-07,34.181941986083984
2014-11-10,34.304710388183594
2014-11-11,34.14582824707031
2014-11-12,34.297481536865234
2014-11-13,34.25415802001953
2014-11-14,34.109718322753906
2014-11-17,34.109718322753906
2014-11-18,34.297481536865234
2014-11-19,34.20361328125
2014-11-20,34.181941986083984
2014-11-21,34.174713134765625
2014-11-24,34.25415802001953
2014-11-25,34.22526550292969
2014-11-26,34.196372985839844
2014-11-28,34.23971176147461
2014-12-01,34.16026306152344
2014-12-02,34.23971176147461
2014-12-03,34.21805953979492
2014-12-04,34.181941986083984
2014-12-05,34.23249435424805
2014-12-08,34.0230598449707
2014-12-09,33.73416519165039
2014-12-10,33.66194152832031
2014-12-11,33.8497200012207
2014-12-12,33.29362487792969
2014-12-15,33.58974075317383
2014-12-16,33.53195571899414
2014-12-17,34.073612213134766
2014-12-18,34.48525619506836
2014-12-19,33.43806838989258
2014-12-22,33.96527099609375
2014-12-23,34.210819244384766
2014-12-24,33.986942291259766
2014-12-26,34.080833435058594
2014-12-29,33.9797248840332
2014-12-30,33.842506408691406
2014-12-31,33.344173431396484
2015-01-02,33.39472961425781
2015-01-05,33.45250701904297
2015-01-06,33.21418380737305
