Date,AOS
2015-11-13,32.21622848510742
2015-11-16,32.85116195678711
2015-11-17,32.817073822021484
2015-11-18,33.75031661987305
2015-11-19,33.57986831665039
2015-11-20,33.311397552490234
2015-11-23,33.490379333496094
2015-11-24,34.069923400878906
2015-11-25,34.121070861816406
2015-11-27,34.45771026611328
2015-11-30,33.988975524902344
2015-12-01,34.41084289550781
2015-12-02,33.8739013671875
2015-12-03,32.94917678833008
2015-12-04,33.639530181884766
2015-12-07,33.66936492919922
2015-12-08,33.48186111450195
2015-12-09,32.94064712524414
2015-12-10,33.27305221557617
2015-12-11,32.578433990478516
2015-12-14,33.004581451416016
2015-12-15,33.13242721557617
2015-12-16,33.30714416503906
2015-12-17,32.60400390625
2015-12-18,32.47616195678711
2015-12-21,32.37814712524414
2015-12-22,32.53582763671875
2015-12-23,32.85542297363281
2015-12-24,32.93639373779297
2015-12-28,33.38383865356445
2015-12-29,33.38383865356445
2015-12-30,33.25175094604492
2015-12-31,32.64662551879883
2016-01-04,32.0372428894043
2016-01-05,31.858264923095703
2016-01-06,31.227577209472656
2016-01-07,29.701995849609375
2016-01-08,28.64516830444336
2016-01-11,27.9036808013916
2016-01-12,28.291467666625977
2016-01-13,26.949127197265625
2016-01-14,27.341171264648438
2016-01-15,27.06418228149414
2016-01-19,26.659347534179688
2016-01-20,26.446273803710938
2016-01-21,27.34969711303711
2016-01-22,27.954814910888672
2016-01-25,27.341171264648438
2016-01-26,29.18210220336914
2016-01-27,28.129535675048828
2016-01-28,28.917896270751953
2016-01-29,29.76590919494629
2016-02-01,29.714773178100586
2016-02-02,29.05426597595215
2016-02-03,29.06709098815918
2016-02-04,28.973007202148438
2016-02-05,28.036457061767578
2016-02-08,26.928857803344727
2016-02-09,27.25814437866211
2016-02-10,27.531827926635742
2016-02-11,27.600263595581055
2016-02-12,28.143369674682617
2016-02-16,28.64800453186035
2016-02-17,29.50755500793457
2016-02-18,29.494733810424805
2016-02-19,29.44341468811035
2016-02-22,29.913827896118164
2016-02-23,29.469072341918945
2016-02-24,29.926658630371094
2016-02-25,30.45693016052246
2016-02-26,30.8118896484375
2016-02-29,30.097702026367188
2016-03-01,31.213871002197266
2016-03-02,31.158267974853516
2016-03-03,31.22669219970703
2016-03-04,31.70566749572754
2016-03-07,31.183942794799805
2016-03-08,31.354978561401367
2016-03-09,31.051361083984375
2016-03-10,31.39776039123535
2016-03-11,31.316505432128906
2016-03-14,31.436250686645508
2016-03-15,31.303665161132812
2016-03-16,31.40203285217285
2016-03-17,32.1204719543457
2016-03-18,32.31291580200195
2016-03-21,32.39417266845703
2016-03-22,32.304359436035156
2016-03-23,31.83396339416504
2016-03-24,32.00929260253906
2016-03-28,32.21026611328125
2016-03-29,32.82609558105469
2016-03-30,32.68069076538086
2016-03-31,32.633663177490234
2016-04-01,33.25801467895508
