Date,NRG
2020-04-24,27.475919723510742
2020-04-27,28.386171340942383
2020-04-28,28.411455154418945
2020-04-29,29.195270538330078
2020-04-30,28.506633758544922
2020-05-01,28.03053092956543
2020-05-04,28.013517379760742
2020-05-05,27.962507247924805
2020-05-06,27.868988037109375
2020-05-07,27.30786895751953
2020-05-08,27.860488891601562
2020-05-11,27.63094139099121
2020-05-12,27.265361785888672
2020-05-13,26.993303298950195
2020-05-14,27.758468627929688
2020-05-15,27.71595573425293
2020-05-18,30.206993103027344
2020-05-19,30.053956985473633
2020-05-20,30.181488037109375
2020-05-21,30.01144790649414
2020-05-22,30.368528366088867
2020-05-26,30.385536193847656
2020-05-27,30.58107566833496
2020-05-28,30.98066520690918
2020-05-29,30.649089813232422
2020-06-01,30.683107376098633
2020-06-02,30.521564483642578
2020-06-03,30.929645538330078
2020-06-04,30.13047218322754
2020-06-05,31.218719482421875
2020-06-08,32.442970275878906
2020-06-09,30.946651458740234
2020-06-10,30.768112182617188
2020-06-11,28.71067237854004
2020-06-12,28.634157180786133
2020-06-15,28.31959342956543
2020-06-16,28.70216941833496
2020-06-17,28.557636260986328
2020-06-18,28.591650009155273
2020-06-19,28.974227905273438
2020-06-22,29.033742904663086
2020-06-23,28.056032180786133
2020-06-24,27.690452575683594
2020-06-25,27.74146270751953
2020-06-26,26.84027099609375
2020-06-29,28.005022048950195
2020-06-30,27.68195343017578
2020-07-01,28.183557510375977
2020-07-02,27.87749671936035
2020-07-06,28.0815372467041
2020-07-07,27.84348487854004
2020-07-08,28.217559814453125
2020-07-09,27.469406127929688
2020-07-10,28.02202796936035
2020-07-13,28.251571655273438
2020-07-14,28.770185470581055
2020-07-15,28.9232177734375
2020-07-16,28.770185470581055
2020-07-17,28.668163299560547
2020-07-20,28.413103103637695
2020-07-21,28.506633758544922
2020-07-22,28.557636260986328
2020-07-23,28.251571655273438
2020-07-24,29.067747116088867
2020-07-27,28.68516731262207
2020-07-28,28.68516731262207
2020-07-29,28.600147247314453
2020-07-30,28.778688430786133
2020-07-31,29.00171661376953
2020-08-03,28.710065841674805
2020-08-04,29.1904239654541
2020-08-05,28.78725814819336
2020-08-06,29.14753532409668
2020-08-07,29.40486717224121
2020-08-10,30.005319595336914
2020-08-11,29.936704635620117
2020-08-12,30.245498657226562
2020-08-13,30.2712345123291
2020-08-14,29.971006393432617
2020-08-17,30.27981185913086
2020-08-18,30.95745849609375
2020-08-19,30.374164581298828
2020-08-20,29.72225570678711
2020-08-21,29.619321823120117
2020-08-24,29.7651424407959
2020-08-25,29.645051956176758
2020-08-26,29.113222122192383
2020-08-27,28.933088302612305
2020-08-28,29.413448333740234
2020-08-31,29.51637840270996
2020-09-01,29.310508728027344
2020-09-02,30.374164581298828
2020-09-03,29.36197853088379
2020-09-04,28.632858276367188
2020-09-08,27.414804458618164
2020-09-09,27.757917404174805
2020-09-10,26.917293548583984
2020-09-11,27.114585876464844
2020-09-14,27.054540634155273
2020-09-15,26.248220443725586
2020-09-16,26.52271270751953
2020-09-17,26.196752548217773
2020-09-18,25.673505783081055
2020-09-21,25.00443458557129
2020-09-22,24.738513946533203
2020-09-23,24.46402931213379
2020-09-24,24.901498794555664
2020-09-25,25.32181167602539
2020-09-28,25.32181167602539
2020-09-29,25.476215362548828
2020-09-30,26.368314743041992
2020-10-01,26.27395248413086
2020-10-02,26.642803192138672
2020-10-05,26.822933197021484
2020-10-06,26.67711067199707
2020-10-07,26.92586898803711
2020-10-08,27.749345779418945
2020-10-09,27.680723190307617
2020-10-12,28.10103416442871
2020-10-13,28.487041473388672
2020-10-14,28.915924072265625
2020-10-15,29.199003219604492
2020-10-16,28.898775100708008
2020-10-19,28.650026321411133
2020-10-20,28.4613094329834
2020-10-21,27.903743743896484
2020-10-22,28.4613094329834
2020-10-23,28.88161849975586
2020-10-26,28.97597312927246
2020-10-27,28.341215133666992
2020-10-28,26.70284080505371
2020-10-29,26.968759536743164
2020-10-30,27.384469985961914
2020-11-02,27.860788345336914
2020-11-03,28.345775604248047
2020-11-04,28.32845687866211
2020-11-05,27.817485809326172
2020-11-06,27.046707153320312
2020-11-09,27.64427947998047
2020-11-10,28.24185562133789
2020-11-11,27.904094696044922
2020-11-12,27.012065887451172
2020-11-13,27.834808349609375
2020-11-16,28.2764949798584
2020-11-17,27.618295669555664
2020-11-18,27.141969680786133
2020-11-19,26.821529388427734
2020-11-20,26.449129104614258
2020-11-23,26.68296241760254
2020-11-24,27.52303123474121
2020-11-25,27.930076599121094
2020-11-27,28.155248641967773
2020-11-30,28.363094329833984
2020-12-01,28.891389846801758
2020-12-02,29.09923553466797
2020-12-03,28.66620635986328
2020-12-04,29.8960018157959
2020-12-07,29.341732025146484
2020-12-08,29.454315185546875
2020-12-09,29.281118392944336
2020-12-10,29.36771583557129
2020-12-11,28.735502243041992
2020-12-14,28.259172439575195
2020-12-15,29.073259353637695
2020-12-16,28.90870475769043
2020-12-17,29.047273635864258
2020-12-18,29.2637939453125
2020-12-21,29.185848236083984
2020-12-22,29.921987533569336
2020-12-23,30.59750747680664
2020-12-24,30.380990982055664
2020-12-28,30.510896682739258
2020-12-29,30.788036346435547
2020-12-30,31.489532470703125
2020-12-31,32.52013397216797
2021-01-04,31.437570571899414
2021-01-05,31.879255294799805
2021-01-06,32.23434066772461
2021-01-07,32.39022445678711
2021-01-08,33.7845573425293
2021-01-11,34.39946365356445
2021-01-12,35.35210418701172
2021-01-13,35.85442352294922
2021-01-14,34.849815368652344
2021-01-15,35.35210418701172
2021-01-19,35.70719909667969
2021-01-20,35.17024230957031
2021-01-21,35.395416259765625
2021-01-22,35.967002868652344
2021-01-25,36.31342697143555
2021-01-26,35.57728576660156
2021-01-27,34.4687385559082
2021-01-28,35.69853210449219
2021-01-29,36.148094177246094
2021-02-01,36.8638916015625
2021-02-02,37.31781768798828
2021-02-03,37.06467056274414
2021-02-04,36.619476318359375
2021-02-05,36.523460388183594
2021-02-08,36.72422790527344
2021-02-09,37.26544189453125
2021-02-10,37.605892181396484
2021-02-11,37.431304931640625
2021-02-12,37.57096862792969
2021-02-16,35.43229675292969
2021-02-17,34.71648025512695
2021-02-18,33.084102630615234
2021-02-19,34.550628662109375
2021-02-22,32.2111701965332
2021-02-23,33.41581344604492
2021-02-24,33.538021087646484
2021-02-25,32.79603958129883
2021-02-26,31.8707218170166
2021-03-01,35.23152160644531
2021-03-02,34.288753509521484
2021-03-03,33.79118347167969
2021-03-04,33.82609558105469
2021-03-05,34.786319732666016
2021-03-08,36.34013748168945
2021-03-09,37.38764953613281
2021-03-10,35.563232421875
2021-03-11,37.1345100402832
2021-03-12,36.226661682128906
2021-03-15,38.34788131713867
2021-03-16,37.920135498046875
2021-03-17,31.582660675048828
2021-03-18,31.774703979492188
2021-03-19,32.333377838134766
2021-03-22,31.233482360839844
2021-03-23,31.26841163635254
2021-03-24,31.364431381225586
2021-03-25,32.09768295288086
2021-03-26,32.647640228271484
2021-03-29,33.0317268371582
2021-03-30,32.37702560424805
2021-03-31,32.93570327758789
2021-04-01,32.700008392333984
2021-04-05,32.752384185791016
2021-04-06,33.511837005615234
2021-04-07,33.302330017089844
2021-04-08,33.4769172668457
2021-04-09,33.80862808227539
2021-04-12,33.66896438598633
2021-04-13,33.76499557495117
2021-04-14,33.41581344604492
2021-04-15,33.54676055908203
2021-04-16,33.76499557495117
2021-04-19,33.4943733215332
2021-04-20,33.04045486450195
2021-04-21,32.98808670043945
2021-04-22,32.34211349487305
2021-04-23,32.40321731567383
2021-04-26,32.525421142578125
2021-04-27,31.582660675048828
2021-04-28,31.608844757080078
2021-04-29,31.713594436645508
2021-04-30,31.550655364990234
2021-05-03,31.30402374267578
2021-05-04,30.960506439208984
2021-05-05,30.775535583496094
2021-05-06,30.616992950439453
2021-05-07,30.616992950439453
2021-05-10,31.233552932739258
2021-05-11,30.555330276489258
2021-05-12,29.62167739868164
2021-05-13,29.656902313232422
2021-05-14,30.23824691772461
2021-05-17,30.097307205200195
2021-05-18,30.15015983581543
