Date,HST
2012-10-04,9.769083023071289
2012-10-05,9.750470161437988
2012-10-08,9.688447952270508
2012-10-09,9.632625579833984
2012-10-10,9.719459533691406
2012-10-11,9.831108093261719
2012-10-12,9.731867790222168
2012-10-15,9.781489372253418
2012-10-16,9.738069534301758
2012-10-17,9.731867790222168
2012-10-18,9.725661277770996
2012-10-19,9.645029067993164
2012-10-22,9.59541130065918
2012-10-23,9.421736717224121
2012-10-24,9.347307205200195
2012-10-25,9.27287483215332
2012-10-26,9.173633575439453
2012-10-31,8.968949317932129
2012-11-01,9.049579620361328
2012-11-02,9.080595970153809
2012-11-05,8.956543922424316
2012-11-06,9.1054048538208
2012-11-07,8.900721549987793
2012-11-08,8.813880920410156
2012-11-09,8.83249282836914
2012-11-12,8.838690757751465
2012-11-13,8.919328689575195
2012-11-14,8.683629989624023
2012-11-15,8.602993965148926
2012-11-16,8.54716968536377
2012-11-19,8.78907299041748
2012-11-20,8.975150108337402
2012-11-21,8.956543922424316
2012-11-23,9.1054048538208
2012-11-26,9.030972480773926
2012-11-27,8.987557411193848
2012-11-28,8.931729316711426
2012-11-29,9.11160659790039
2012-11-30,9.11160659790039
2012-12-03,9.01236343383789
2012-12-04,9.074390411376953
2012-12-05,9.074390411376953
2012-12-06,9.291481971740723
2012-12-07,9.359711647033691
2012-12-10,9.390725135803223
2012-12-11,9.471358299255371
2012-12-12,9.446548461914062
2012-12-13,9.403128623962402
2012-12-14,9.465158462524414
2012-12-17,9.50236988067627
2012-12-18,9.719459533691406
2012-12-19,9.651233673095703
2012-12-20,9.837311744689941
2012-12-21,9.80009651184082
2012-12-24,9.80009651184082
2012-12-26,9.70085334777832
2012-12-27,9.71333122253418
2012-12-28,9.594799041748047
2012-12-31,9.775716781616211
2013-01-02,10.068926811218262
2013-01-03,10.199935913085938
2013-01-04,10.405806541442871
2013-01-07,10.474427223205566
2013-01-08,10.449472427368164
2013-01-09,10.424517631530762
2013-01-10,10.54305362701416
2013-01-11,10.399564743041992
2013-01-14,10.380851745605469
2013-01-15,10.46819019317627
2013-01-16,10.380851745605469
2013-01-17,10.324702262878418
2013-01-18,10.424517631530762
2013-01-22,10.480664253234863
2013-01-23,10.530574798583984
2013-01-24,10.549290657043457
2013-01-25,10.723966598510742
2013-01-28,10.761397361755371
2013-01-29,10.705249786376953
2013-01-30,10.46819019317627
2013-01-31,10.474427223205566
2013-02-01,10.412041664123535
2013-02-04,10.237363815307617
2013-02-05,10.324702262878418
2013-02-06,10.305986404418945
2013-02-07,10.318467140197754
2013-02-08,10.486905097961426
2013-02-11,10.54305362701416
2013-02-12,10.717727661132812
2013-02-13,10.699010848999023
2013-02-14,10.699010848999023
2013-02-15,10.711488723754883
2013-02-19,10.780113220214844
2013-02-20,10.624151229858398
2013-02-21,10.249844551086426
2013-02-22,10.536815643310547
2013-02-25,10.293508529663086
2013-02-26,10.349656105041504
2013-02-27,10.418283462524414
2013-02-28,10.399564743041992
2013-03-01,10.362133026123047
2013-03-04,10.36837100982666
2013-03-05,10.362133026123047
2013-03-06,10.293508529663086
2013-03-07,10.318467140197754
2013-03-08,10.56176471710205
2013-03-11,10.77387523651123
2013-03-12,10.736440658569336
2013-03-13,10.80506706237793
2013-03-14,10.929837226867676
2013-03-15,11.060847282409668
2013-03-18,10.817543983459473
2013-03-19,10.611672401428223
2013-03-20,10.624151229858398
2013-03-21,10.455713272094727
2013-03-22,10.605433464050293
2013-03-25,10.599193572998047
2013-03-26,10.762354850769043
2013-03-27,10.850214004516602
2013-03-28,10.975723266601562
2013-04-01,10.931792259216309
2013-04-02,10.825112342834473
2013-04-03,10.781184196472168
2013-04-04,11.03847599029541
2013-04-05,10.950620651245117
2013-04-08,11.088682174682617
2013-04-09,11.03847599029541
2013-04-10,11.170259475708008
2013-04-11,11.276947021484375
2013-04-12,11.214190483093262
2013-04-15,10.787460327148438
2013-04-16,11.088682174682617
2013-04-17,10.862764358520508
2013-04-18,10.774909973144531
2013-04-19,11.025920867919922
2013-04-22,11.088682174682617
2013-04-23,11.302044868469238
2013-04-24,11.195364952087402
2013-04-25,11.22046184539795
2013-04-26,11.126334190368652
2013-04-29,11.201637268066406
2013-04-30,11.465205192565918
2013-05-01,11.440104484558105
2013-05-02,11.55306339263916
2013-05-03,11.515409469604492
2013-05-06,11.57188606262207
2013-05-07,11.653470993041992
2013-05-08,11.578166007995605
2013-05-09,11.515409469604492
2013-05-10,11.653470993041992
2013-05-13,11.596991539001465
2013-05-14,11.596991539001465
2013-05-15,11.722498893737793
2013-05-16,11.735052108764648
2013-05-17,11.77897834777832
2013-05-20,11.634644508361816
2013-05-21,11.61581802368164
2013-05-22,11.452657699584961
2013-05-23,11.25811767578125
2013-05-24,11.377351760864258
2013-05-28,11.484029769897461
2013-05-29,11.283220291137695
2013-05-30,11.276947021484375
2013-05-31,11.163983345031738
2013-06-03,11.113780975341797
2013-06-04,10.862764358520508
2013-06-05,10.668224334716797
2013-06-06,10.900418281555176
2013-06-07,10.931792259216309
2013-06-10,10.837665557861328
2013-06-11,10.58037281036377
2013-06-12,10.304252624511719
2013-06-13,10.680779457092285
2013-06-14,10.80628490447998
2013-06-17,10.774909973144531
2013-06-18,10.80628490447998
2013-06-19,10.436036109924316
2013-06-20,10.053235054016113
2013-06-21,10.153643608093262
2013-06-24,10.078336715698242
2013-06-25,10.354455947875977
2013-06-26,10.417632102966309
2013-06-27,10.657696723937988
2013-06-28,10.657696723937988
2013-07-01,10.68928337097168
2013-07-02,10.821954727172852
2013-07-03,10.733504295349121
2013-07-05,11.087289810180664
2013-07-08,11.106244087219238
2013-07-09,11.226275444030762
2013-07-10,11.238910675048828
2013-07-11,11.4600248336792
2013-07-12,11.36525821685791
2013-07-15,11.396851539611816
2013-07-16,11.415803909301758
2013-07-17,11.384214401245117
2013-07-18,11.592693328857422
2013-07-19,11.719045639038086
2013-07-22,11.801172256469727
2013-07-23,11.592693328857422
2013-07-24,11.396851539611816
2013-07-25,11.561103820800781
2013-07-26,11.447392463684082
2013-07-29,11.34631061553955
2013-07-30,11.384214401245117
2013-07-31,11.283134460449219
2013-08-01,11.472660064697266
2013-08-02,11.687459945678711
2013-08-05,11.415803909301758
2013-08-06,11.201007843017578
2013-08-07,11.163103103637695
2013-08-08,11.201007843017578
2013-08-09,11.182051658630371
2013-08-12,11.188369750976562
2013-08-13,11.049386978149414
2013-08-14,10.986209869384766
2013-08-15,10.746142387390137
2013-08-16,10.436583518981934
2013-08-19,10.367088317871094
2013-08-20,10.695601463317871
2013-08-21,10.68297004699707
2013-08-22,10.897765159606934
2013-08-23,11.005160331726074
2013-08-26,10.941986083984375
2013-08-27,10.784049034118652
2013-08-28,10.821954727172852
