Date,MTCH
2014-05-12,17.367826461791992
2014-05-13,17.2476806640625
2014-05-14,17.066123962402344
2014-05-15,16.86054039001465
2014-05-16,16.769763946533203
2014-05-19,16.817821502685547
2014-05-20,16.582870483398438
2014-05-21,16.77243423461914
2014-05-22,16.548160552978516
2014-05-23,16.676319122314453
2014-05-27,17.196950912475586
2014-05-28,17.437244415283203
2014-05-29,17.645498275756836
2014-05-30,17.677536010742188
2014-06-02,17.701566696166992
2014-06-03,17.656179428100586
2014-06-04,17.749624252319336
2014-06-05,17.819040298461914
2014-06-06,17.936521530151367
2014-06-09,18.302297592163086
2014-06-10,18.259578704833984
2014-06-11,18.262248992919922
2014-06-12,18.171470642089844
2014-06-13,18.328998565673828
2014-06-16,18.280941009521484
2014-06-17,18.227540969848633
2014-06-18,18.374387741088867
2014-06-19,18.382396697998047
2014-06-20,18.574630737304688
2014-06-23,18.526573181152344
2014-06-24,18.491863250732422
2014-06-25,18.403757095336914
2014-06-26,18.497201919555664
2014-06-27,18.409093856811523
2014-06-30,18.483854293823242
2014-07-01,18.782882690429688
2014-07-02,18.382396697998047
2014-07-03,18.422447204589844
2014-07-07,18.23021125793457
2014-07-08,17.677536010742188
2014-07-09,17.586759567260742
2014-07-10,17.50399398803711
2014-07-11,17.418554306030273
2014-07-14,17.784334182739258
2014-07-15,17.752296447753906
2014-07-16,17.568071365356445
2014-07-17,17.41588592529297
2014-07-18,17.589427947998047
2014-07-21,17.490642547607422
2014-07-22,17.7469539642334
2014-07-23,17.813701629638672
2014-07-24,17.856422424316406
2014-07-25,17.75496482849121
2014-07-28,17.7683162689209
2014-07-29,17.824382781982422
2014-07-30,18.662736892700195
2014-07-31,17.94186019897461
2014-08-01,17.701566696166992
2014-08-04,17.677536010742188
2014-08-05,17.2903995513916
2014-08-06,17.034088134765625
2014-08-07,17.146224975585938
2014-08-08,17.09816551208496
2014-08-11,17.346467971801758
2014-08-12,17.188941955566406
2014-08-13,17.29306983947754
2014-08-14,17.72292709350586
2014-08-15,17.99258804321289
2014-08-18,18.256908416748047
2014-08-19,18.262248992919922
2014-08-20,18.264921188354492
2014-08-21,18.256908416748047
2014-08-22,18.294286727905273
2014-08-25,18.195499420166016
2014-08-26,18.382396697998047
2014-08-27,18.232879638671875
2014-08-28,18.494531631469727
2014-08-29,18.579971313476562
2014-09-02,18.870990753173828
2014-09-03,18.80958366394043
2014-09-04,19.479732513427734
2014-09-05,19.42900276184082
2014-09-08,19.495752334594727
2014-09-09,19.207401275634766
2014-09-10,19.129972457885742
2014-09-11,19.10060691833496
2014-09-12,18.80958366394043
2014-09-15,18.609336853027344
2014-09-16,18.539920806884766
2014-09-17,18.417104721069336
2014-09-18,18.398414611816406
2014-09-19,18.20351219177246
2014-09-22,17.891130447387695
2014-09-23,17.813701629638672
2014-09-24,17.664188385009766
2014-09-25,17.466611862182617
2014-09-26,17.61612892150879
2014-09-29,17.592100143432617
2014-09-30,17.594770431518555
2014-10-01,17.1008358001709
2014-10-02,16.92194938659668
2014-10-03,16.863210678100586
2014-10-06,16.812482833862305
2014-10-07,16.473403930664062
2014-10-08,16.93263053894043
2014-10-09,16.51078224182129
2014-10-10,16.0809268951416
2014-10-13,15.61635971069336
2014-10-14,15.640389442443848
2014-10-15,15.728497505187988
2014-10-16,15.613689422607422
2014-10-17,15.744515419006348
2014-10-20,15.9447603225708
2014-10-21,16.342578887939453
2014-10-22,16.19305992126465
2014-10-23,16.628259658813477
2014-10-24,16.6229190826416
2014-10-27,16.81515121459961
2014-10-28,17.397193908691406
2014-10-29,17.65083885192871
2014-10-30,17.88578987121582
2014-10-31,18.07268524169922
2014-11-03,18.1234130859375
2014-11-04,18.091373443603516
2014-11-05,17.57073974609375
2014-11-06,17.584091186523438
2014-11-07,17.541370391845703
2014-11-10,17.597440719604492
2014-11-11,17.55472183227539
2014-11-12,17.466611862182617
2014-11-13,17.303749084472656
2014-11-14,17.50399398803711
2014-11-17,17.319766998291016
2014-11-18,17.237001419067383
2014-11-19,17.135541915893555
2014-11-20,17.375837326049805
2014-11-21,17.351806640625
2014-11-24,17.586759567260742
2014-11-25,17.549381256103516
2014-11-26,17.471952438354492
2014-11-28,17.42923355102539
2014-12-01,17.16758155822754
2014-12-02,17.242341995239258
2014-12-03,17.343795776367188
2014-12-04,17.471952438354492
2014-12-05,17.61345863342285
2014-12-08,17.16224479675293
2014-12-09,17.255687713623047
2014-12-10,16.777772903442383
2014-12-11,16.785783767700195
2014-12-12,16.614910125732422
2014-12-15,16.358596801757812
2014-12-16,16.038206100463867
2014-12-17,16.20641326904297
2014-12-18,16.398645401000977
2014-12-19,16.417335510253906
2014-12-22,16.385295867919922
2014-12-23,16.337238311767578
2014-12-24,16.50543975830078
2014-12-26,16.652286529541016
2014-12-29,16.529470443725586
2014-12-30,16.425344467163086
2014-12-31,16.230440139770508
2015-01-02,16.0996150970459
2015-01-05,16.00617027282715
2015-01-06,16.064905166625977
2015-01-07,16.03553581237793
2015-01-08,16.428014755249023
2015-01-09,16.42267608642578
2015-01-12,16.145004272460938
2015-01-13,16.577529907226562
2015-01-14,16.395977020263672
2015-01-15,16.243789672851562
2015-01-16,16.44670295715332
2015-01-20,16.63359832763672
2015-01-21,16.50543975830078
2015-01-22,16.628259658813477
2015-01-23,16.929960250854492
2015-01-26,17.143552780151367
2015-01-27,16.83651351928711
2015-01-28,16.460054397583008
2015-01-29,16.209081649780273
2015-01-30,16.273160934448242
2015-02-02,16.713693618774414
2015-02-03,17.103504180908203
2015-02-04,16.019515991210938
2015-02-05,16.019515991210938
2015-02-06,16.024856567382812
2015-02-09,16.016845703125
2015-02-10,16.08626365661621
2015-02-11,16.46806526184082
2015-02-12,16.99136734008789
2015-02-13,17.2476806640625
2015-02-17,17.48263168334961
2015-02-18,17.648170471191406
2015-02-19,17.696226119995117
2015-02-20,17.90447998046875
2015-02-23,17.94719696044922
2015-02-24,18.011276245117188
2015-02-25,17.933849334716797
2015-02-26,17.949867248535156
2015-02-27,18.00059700012207
2015-03-02,18.29695701599121
2015-03-03,18.267589569091797
2015-03-04,18.278268814086914
2015-03-05,18.5185604095459
2015-03-06,18.590648651123047
2015-03-09,18.630699157714844
2015-03-10,18.14210319519043
2015-03-11,18.08603286743164
2015-03-12,18.32632827758789
2015-03-13,18.15011215209961
2015-03-16,18.03797721862793
2015-03-17,18.358366012573242
2015-03-18,18.459823608398438
2015-03-19,18.243558883666992
2015-03-20,18.232879638671875
2015-03-23,18.195499420166016
2015-03-24,18.075355529785156
2015-03-25,17.848411560058594
2015-03-26,17.701566696166992
2015-03-27,18.008609771728516
2015-03-30,17.888460159301758
2015-03-31,18.013948440551758
2015-04-01,17.93117904663086
2015-04-02,18.021957397460938
2015-04-06,18.1234130859375
2015-04-07,18.534582138061523
2015-04-08,19.36225700378418
2015-04-09,19.372936248779297
2015-04-10,19.367595672607422
2015-04-13,19.370267868041992
2015-04-14,19.17002296447754
2015-04-15,19.23676872253418
2015-04-16,19.212739944458008
2015-04-17,18.889680862426758
2015-04-20,19.07123374938965
2015-04-21,19.228759765625
2015-04-22,19.51444435119629
2015-04-23,19.32487678527832
2015-04-24,19.26079750061035
2015-04-27,19.049875259399414
2015-04-28,19.07924461364746
2015-04-29,19.164682388305664
2015-04-30,18.64137840270996
2015-05-01,19.135311126708984
2015-05-04,19.148664474487305
2015-05-05,19.570510864257812
2015-05-06,19.704004287719727
2015-05-07,19.629247665405273
2015-05-08,19.637256622314453
2015-05-11,19.562501907348633
2015-05-12,19.461044311523438
2015-05-13,19.30885887145996
2015-05-14,19.746723175048828
2015-05-15,19.80278968811035
2015-05-18,19.872209548950195
2015-05-19,19.845510482788086
2015-05-20,19.95497703552246
2015-05-21,20.021728515625
2015-05-22,20.270029067993164
