Date,LEN
2014-07-29,32.44083023071289
2014-07-30,32.05987548828125
2014-07-31,31.367258071899414
2014-08-01,31.306655883789062
2014-08-04,31.592370986938477
2014-08-05,31.332632064819336
2014-08-06,31.10753059387207
2014-08-07,31.133499145507812
2014-08-08,31.722217559814453
2014-08-11,31.635650634765625
2014-08-12,31.64430046081543
2014-08-13,31.652969360351562
2014-08-14,32.18107223510742
2014-08-15,31.981964111328125
2014-08-18,32.51008987426758
2014-08-19,33.59231185913086
2014-08-20,33.765480041503906
2014-08-21,33.78279113769531
2014-08-22,33.91264724731445
2014-08-25,33.72218704223633
2014-08-26,33.652931213378906
2014-08-27,33.68754577636719
2014-08-28,33.72218704223633
2014-08-29,33.92131042480469
2014-09-02,33.8520393371582
2014-09-03,33.124786376953125
2014-09-04,33.51439666748047
2014-09-05,33.66157531738281
2014-09-08,33.80876159667969
2014-09-09,33.86070251464844
2014-09-10,34.11180114746094
2014-09-11,34.29359436035156
2014-09-12,33.817420959472656
2014-09-15,33.964595794677734
2014-09-16,33.87800598144531
2014-09-17,35.84335708618164
2014-09-18,35.826026916503906
2014-09-19,35.523014068603516
2014-09-22,34.527374267578125
2014-09-23,34.674530029296875
2014-09-24,34.596622467041016
2014-09-25,34.14641189575195
2014-09-26,34.406150817871094
2014-09-29,34.12043762207031
2014-09-30,33.61829376220703
2014-10-01,33.3758544921875
2014-10-02,33.774139404296875
2014-10-03,34.50137710571289
2014-10-06,34.942928314208984
2014-10-07,34.50137710571289
2014-10-08,35.384483337402344
2014-10-09,34.47541046142578
2014-10-10,33.28928756713867
2014-10-13,32.57068634033203
2014-10-14,33.22002410888672
2014-10-15,34.44205856323242
2014-10-16,34.390045166015625
2014-10-17,35.93274688720703
2014-10-20,37.22411346435547
2014-10-21,37.2327766418457
2014-10-22,37.09409713745117
2014-10-23,37.5361213684082
2014-10-24,37.92612838745117
2014-10-27,37.9434700012207
2014-10-28,38.06479263305664
2014-10-29,37.63145065307617
2014-10-30,37.57079315185547
2014-10-31,37.336788177490234
2014-11-03,37.544769287109375
2014-11-04,37.0074348449707
2014-11-05,37.03343963623047
2014-11-06,38.06479263305664
2014-11-07,38.602134704589844
2014-11-10,39.25215530395508
2014-11-11,40.20550537109375
2014-11-12,39.48616409301758
2014-11-13,39.57282638549805
2014-11-14,39.55549240112305
2014-11-17,39.55549240112305
2014-11-18,39.59883117675781
2014-11-19,39.65081787109375
2014-11-20,40.70818328857422
2014-11-21,40.98553466796875
2014-11-24,41.17619705200195
2014-11-25,40.74284744262695
2014-11-26,40.612850189208984
2014-11-28,40.94218063354492
2014-12-01,40.10150909423828
