Date,CTRA
2019-06-26,17.038415908813477
2019-06-27,17.061004638671875
2019-06-28,17.286882400512695
2019-07-01,17.32452392578125
2019-07-02,17.332054138183594
2019-07-03,17.71604347229004
2019-07-05,17.79886245727539
2019-07-08,17.949440002441406
2019-07-09,18.017208099365234
2019-07-10,18.09249496459961
2019-07-11,17.92685317993164
2019-07-12,18.069910049438477
2019-07-15,17.70098114013672
2019-07-16,17.50522804260254
2019-07-17,16.857715606689453
2019-07-18,16.865251541137695
2019-07-19,16.805017471313477
2019-07-22,16.759843826293945
2019-07-23,16.76736831665039
2019-07-24,16.64690589904785
2019-07-25,16.405967712402344
2019-07-26,14.42580795288086
2019-07-29,14.403221130371094
2019-07-30,14.553807258605957
2019-07-31,14.42580795288086
2019-08-01,14.102057456970215
2019-08-02,13.755720138549805
2019-08-05,13.13832950592041
2019-08-06,13.017863273620605
2019-08-07,13.214646339416504
2019-08-08,13.373584747314453
2019-08-09,13.146530151367188
2019-08-12,13.131388664245605
2019-08-13,12.85892391204834
2019-08-14,12.23073673248291
2019-08-15,12.336694717407227
2019-08-16,12.465359687805176
2019-08-19,12.677278518676758
2019-08-20,12.722691535949707
2019-08-21,12.74539566040039
2019-08-22,12.730260848999023
2019-08-23,12.74539566040039
2019-08-26,12.525907516479492
2019-08-27,12.563751220703125
2019-08-28,12.707555770874023
2019-08-29,13.040569305419922
2019-08-30,12.957316398620605
2019-09-03,12.881630897521973
2019-09-04,12.96488094329834
2019-09-05,13.169232368469238
2019-09-06,13.282758712768555
2019-09-09,13.926085472106934
2019-09-10,14.069889068603516
2019-09-11,14.387767791748047
2019-09-12,14.115299224853516
2019-09-13,14.236395835876465
2019-09-16,13.736868858337402
2019-09-17,13.88824462890625
2019-09-18,13.873106002807617
2019-09-19,13.752012252807617
2019-09-20,13.661188125610352
2019-09-23,13.714168548583984
2019-09-24,13.577934265136719
2019-09-25,13.30547046661377
2019-09-26,12.995158195495605
2019-09-27,13.26762580871582
2019-09-30,13.297896385192871
2019-10-01,13.30547046661377
2019-10-02,12.96488094329834
2019-10-03,13.373584747314453
2019-10-04,13.608208656311035
2019-10-07,13.752012252807617
2019-10-08,13.388718605041504
2019-10-09,13.123824119567871
2019-10-10,13.252483367919922
2019-10-11,13.290329933166504
2019-10-14,13.313036918640137
2019-10-15,13.615777969360352
2019-10-16,13.509820938110352
2019-10-17,13.547657012939453
2019-10-18,13.585502624511719
2019-10-21,13.812559127807617
2019-10-22,14.0169095993042
2019-10-23,14.0169095993042
2019-10-24,13.971495628356934
