Date,WEC
2011-11-02,20.401992797851562
2011-11-03,20.673343658447266
2011-11-04,20.64810562133789
2011-11-07,20.755380630493164
2011-11-08,20.925765991210938
2011-11-09,20.429643630981445
2011-11-10,20.70950698852539
2011-11-11,21.084774017333984
2011-11-14,20.728591918945312
2011-11-15,20.92576789855957
2011-11-16,20.741313934326172
2011-11-17,20.569589614868164
2011-11-18,20.754037857055664
2011-11-21,20.46781349182129
2011-11-22,20.226116180419922
2011-11-23,20.03531265258789
2011-11-25,20.296085357666016
2011-11-28,20.353330612182617
2011-11-29,20.575942993164062
2011-11-30,21.103858947753906
2011-12-01,21.154741287231445
2011-12-02,20.963930130004883
2011-12-05,21.02117156982422
2011-12-06,21.046611785888672
2011-12-07,20.951208114624023
2011-12-08,20.66498374938965
2011-12-09,21.033885955810547
2011-12-12,20.798553466796875
2011-12-13,20.938478469848633
2011-12-14,20.658632278442383
2011-12-15,21.154741287231445
2011-12-16,21.26922607421875
2011-12-19,21.434602737426758
2011-12-20,21.72081756591797
2011-12-21,21.97523307800293
2011-12-22,21.949785232543945
2011-12-23,22.108797073364258
2011-12-27,22.369577407836914
2011-12-28,22.274181365966797
2011-12-29,22.445894241333008
2011-12-30,22.23599624633789
2012-01-03,21.97523307800293
2012-01-04,21.911624908447266
2012-01-05,22.032474517822266
2012-01-06,21.937070846557617
2012-01-09,21.943431854248047
2012-01-10,21.949785232543945
2012-01-11,21.77170181274414
2012-01-12,21.8416690826416
2012-01-13,21.75897789001465
2012-01-17,21.816226959228516
2012-01-18,21.708097457885742
2012-01-19,21.68901824951172
2012-01-20,21.68901824951172
2012-01-23,21.7844181060791
2012-01-24,21.574522018432617
2012-01-25,21.981595993041992
2012-01-26,22.121522903442383
2012-01-27,21.7844181060791
2012-01-30,21.62541389465332
2012-01-31,21.62541389465332
2012-02-01,21.75261878967285
2012-02-02,21.88619041442871
2012-02-03,22.045198440551758
2012-02-06,22.051557540893555
2012-02-07,22.21692657470703
2012-02-08,22.01975440979004
2012-02-09,22.07699203491211
2012-02-10,21.980758666992188
2012-02-13,21.993593215942383
2012-02-14,22.01925277709961
2012-02-15,22.012847900390625
2012-02-16,22.083410263061523
2012-02-17,22.057756423950195
2012-02-21,21.955095291137695
2012-02-22,22.000011444091797
2012-02-23,22.06417465209961
2012-02-24,22.05133056640625
2012-02-27,21.987171173095703
2012-02-28,21.916595458984375
2012-02-29,21.865276336669922
2012-03-01,21.923017501831055
2012-03-02,21.955095291137695
2012-03-05,21.92943572998047
2012-03-06,21.87810707092285
2012-03-07,22.083410263061523
2012-03-08,22.237398147583008
2012-03-09,22.359296798706055
2012-03-12,22.571020126342773
2012-03-13,22.628765106201172
2012-03-14,22.282310485839844
2012-03-15,22.19890022277832
2012-03-16,22.15399169921875
2012-03-19,22.05133056640625
2012-03-20,22.102663040161133
2012-03-21,22.09624481201172
2012-03-22,22.128324508666992
2012-03-23,22.134737014770508
2012-03-26,22.494028091430664
2012-03-27,22.60309600830078
2012-03-28,22.40421485900879
2012-03-29,22.481197357177734
2012-03-30,22.571020126342773
2012-04-02,22.70575523376465
2012-04-03,22.692930221557617
2012-04-04,22.56460189819336
2012-04-05,22.487613677978516
2012-04-09,22.494028091430664
2012-04-10,22.19248390197754
2012-04-11,22.25664520263672
2012-04-12,22.449127197265625
2012-04-13,22.359296798706055
2012-04-16,22.673677444458008
2012-04-17,22.827659606933594
2012-04-18,22.814828872680664
2012-04-19,22.731412887573242
2012-04-20,23.0201358795166
2012-04-23,22.859737396240234
2012-04-24,22.994461059570312
2012-04-25,23.20619010925293
2012-04-26,23.334503173828125
2012-04-27,23.47566032409668
2012-04-30,23.63605308532715
2012-05-01,23.533397674560547
2012-05-02,23.385835647583008
2012-05-03,23.257516860961914
2012-05-04,23.366588592529297
2012-05-07,23.27676010131836
2012-05-08,23.552656173706055
2012-05-09,23.546234130859375
2012-05-10,23.863201141357422
2012-05-11,24.063724517822266
2012-05-14,24.096073150634766
2012-05-15,24.044322967529297
2012-05-16,24.1478271484375
2012-05-17,23.92142105102539
2012-05-18,23.746768951416016
2012-05-21,23.81145477294922
2012-05-22,24.076663970947266
2012-05-23,23.96023178100586
2012-05-24,24.12841796875
2012-05-25,24.25779151916504
2012-05-29,24.341890335083008
2012-05-30,24.031387329101562
2012-05-31,24.477733612060547
2012-06-01,24.44538688659668
2012-06-04,24.451852798461914
2012-06-05,24.50360679626465
2012-06-06,24.820573806762695
2012-06-07,24.814102172851562
2012-06-08,24.969358444213867
2012-06-11,24.943477630615234
2012-06-12,25.144018173217773
2012-06-13,25.163421630859375
2012-06-14,25.189287185668945
2012-06-15,25.415699005126953
2012-06-18,25.38983154296875
2012-06-19,25.247512817382812
2012-06-20,24.982301712036133
2012-06-21,24.833513259887695
2012-06-22,24.969358444213867
2012-06-25,25.04050636291504
2012-06-26,25.234569549560547
2012-06-27,25.603294372558594
2012-06-28,25.564481735229492
2012-06-29,25.596826553344727
2012-07-02,25.972009658813477
2012-07-03,25.836166381835938
2012-07-05,25.797361373901367
2012-07-06,25.881450653076172
2012-07-09,25.84263801574707
2012-07-10,25.926734924316406
2012-07-11,26.056100845336914
2012-07-12,26.179012298583984
2012-07-13,26.463640213012695
2012-07-16,26.347198486328125
2012-07-17,26.418357849121094
2012-07-18,26.702980041503906
2012-07-19,26.651220321655273
2012-07-20,26.625350952148438
2012-07-23,26.379539489746094
2012-07-24,26.20488739013672
2012-07-25,25.86204719543457
2012-07-26,26.211355209350586
2012-07-27,26.463640213012695
2012-07-30,26.541255950927734
2012-07-31,26.353670120239258
2012-08-01,26.049638748168945
2012-08-02,25.829702377319336
2012-08-03,26.10138511657715
2012-08-06,26.133731842041016
2012-08-07,25.76500701904297
2012-08-08,25.687387466430664
2012-08-09,25.460981369018555
2012-08-10,25.591346740722656
2012-08-13,25.41534996032715
2012-08-14,25.41534996032715
2012-08-15,25.382749557495117
2012-08-16,25.12202262878418
2012-08-17,25.135061264038086
2012-08-20,25.187204360961914
2012-08-21,25.08942985534668
2012-08-22,25.23935890197754
2012-08-23,24.900386810302734
2012-08-24,25.017728805541992
2012-08-27,25.030765533447266
2012-08-28,24.93950080871582
2012-08-29,24.93950080871582
2012-08-30,24.84172821044922
2012-08-31,24.743947982788086
2012-09-04,25.017728805541992
2012-09-05,24.9981689453125
2012-09-06,25.154613494873047
2012-09-07,24.867795944213867
2012-09-10,24.685287475585938
2012-09-11,24.685287475585938
2012-09-12,24.398479461669922
2012-09-13,24.626619338989258
2012-09-14,24.359373092651367
2012-09-17,24.215970993041992
2012-09-18,24.033447265625
2012-09-19,24.026931762695312
2012-09-20,23.981290817260742
2012-09-21,23.942180633544922
2012-09-24,24.235525131225586
2012-09-25,24.37892723083496
2012-09-26,24.580991744995117
2012-09-27,24.372406005859375
2012-09-28,24.55491828918457
2012-10-01,24.450620651245117
2012-10-02,24.424549102783203
2012-10-03,24.574478149414062
2012-10-04,24.724397659301758
2012-10-05,24.835208892822266
2012-10-08,24.900386810302734
