Date,NEM
2017-01-10,27.712139129638672
2017-01-11,27.151260375976562
2017-01-12,27.23026466369629
2017-01-13,27.27765655517578
2017-01-17,27.759538650512695
2017-01-18,27.854339599609375
2017-01-19,27.593643188476562
2017-01-20,27.680545806884766
2017-01-23,28.3441219329834
2017-01-24,28.47051239013672
2017-01-25,27.609455108642578
2017-01-26,27.009069442749023
2017-01-27,27.15915870666504
2017-01-30,27.625246047973633
2017-01-31,28.66010093688965
2017-02-01,28.336225509643555
2017-02-02,28.976099014282227
2017-02-03,29.03929328918457
2017-02-06,29.97144889831543
2017-02-07,29.481670379638672
2017-02-08,29.900352478027344
2017-02-09,29.38687515258789
2017-02-10,29.74236297607422
2017-02-13,29.529071807861328
2017-02-14,29.29998016357422
2017-02-15,29.252582550048828
2017-02-16,29.679162979125977
2017-02-17,29.236780166625977
2017-02-21,29.576457977294922
2017-02-22,28.438919067382812
2017-02-23,28.328311920166016
2017-02-24,28.502117156982422
2017-02-27,26.83527374267578
2017-02-28,27.048566818237305
2017-03-01,27.19075584411621
2017-03-02,26.542980194091797
2017-03-03,26.914281845092773
2017-03-06,26.076908111572266
2017-03-07,26.092729568481445
2017-03-08,26.02151870727539
2017-03-09,25.792085647583008
2017-03-10,26.061077117919922
2017-03-13,26.124378204345703
2017-03-14,25.63385009765625
2017-03-15,26.978830337524414
2017-03-16,25.958232879638672
2017-03-17,25.981962203979492
2017-03-20,26.55160903930664
2017-03-21,26.923450469970703
2017-03-22,26.773134231567383
2017-03-23,26.59907341003418
2017-03-24,26.488313674926758
2017-03-27,26.828516006469727
2017-03-28,26.108549118041992
2017-03-29,26.258872985839844
2017-03-30,26.053163528442383
2017-03-31,26.076900482177734
2017-04-03,26.812686920166016
2017-04-04,27.050039291381836
2017-04-05,27.144981384277344
2017-04-06,27.034217834472656
2017-04-07,27.144981384277344
2017-04-10,27.382333755493164
2017-04-11,27.793731689453125
2017-04-12,27.75417709350586
2017-04-13,27.29530143737793
2017-04-17,27.366506576538086
2017-04-18,27.15288543701172
2017-04-19,26.519954681396484
2017-04-20,26.638635635375977
2017-04-21,27.00257682800293
2017-04-24,26.670276641845703
2017-04-25,26.02151870727539
2017-04-26,26.092729568481445
2017-04-27,26.03734588623047
2017-04-28,26.749391555786133
2017-05-01,25.855371475219727
2017-05-02,26.116466522216797
2017-05-03,25.8632869720459
2017-05-04,25.538904190063477
2017-05-05,25.894935607910156
2017-05-08,25.855371475219727
2017-05-09,25.918664932250977
2017-05-10,26.068994522094727
2017-05-11,26.488313674926758
2017-05-12,26.70192527770996
2017-05-15,26.796863555908203
2017-05-16,26.70192527770996
2017-05-17,27.105411529541016
2017-05-18,26.35381507873535
2017-05-19,26.60698890686035
2017-05-22,26.646541595458984
2017-05-23,26.148109436035156
2017-05-24,26.630718231201172
2017-05-25,26.448749542236328
2017-05-26,26.986743927001953
2017-05-30,26.875978469848633
2017-05-31,27.018394470214844
2017-06-01,26.91554069519043
2017-06-02,26.923450469970703
2017-06-05,26.773134231567383
2017-06-06,28.048803329467773
2017-06-07,28.135953903198242
2017-06-08,27.747705459594727
2017-06-09,27.177223205566406
2017-06-12,27.24060821533203
2017-06-13,27.319849014282227
2017-06-14,26.717662811279297
2017-06-15,26.17888069152832
2017-06-16,26.020408630371094
2017-06-19,26.05210304260254
2017-06-20,26.020408630371094
2017-06-21,26.266036987304688
2017-06-22,26.543354034423828
2017-06-23,26.78897476196289
2017-06-26,26.757278442382812
2017-06-27,26.20264434814453
2017-06-28,26.17888069152832
2017-06-29,25.537076950073242
2017-06-30,25.663854598999023
2017-07-03,25.267684936523438
2017-07-05,25.893630981445312
2017-07-06,25.576696395874023
2017-07-07,25.378612518310547
2017-07-10,25.774782180786133
2017-07-11,26.107568740844727
2017-07-12,26.281883239746094
2017-07-13,26.099645614624023
2017-07-14,26.384883880615234
2017-07-17,26.725587844848633
2017-07-18,26.709739685058594
2017-07-19,26.844444274902344
2017-07-20,26.876127243041992
2017-07-21,27.248533248901367
2017-07-24,26.860300064086914
2017-07-25,28.71436882019043
2017-07-26,29.284847259521484
2017-07-27,28.872821807861328
2017-07-28,29.36408042907715
2017-07-31,29.451231002807617
2017-08-01,29.300695419311523
2017-08-02,29.213539123535156
2017-08-03,28.991682052612305
2017-08-04,28.643054962158203
2017-08-07,28.65889549255371
2017-08-08,28.318191528320312
2017-08-09,28.603425979614258
2017-08-10,28.872821807861328
2017-08-11,28.944137573242188
2017-08-14,28.5400447845459
2017-08-15,28.34195327758789
2017-08-16,28.6272029876709
2017-08-17,28.563810348510742
2017-08-18,28.38949966430664
2017-08-21,29.007524490356445
2017-08-22,28.92037582397461
2017-08-23,29.300695419311523
2017-08-24,29.173913955688477
2017-08-25,29.30861473083496
2017-08-28,30.346582412719727
2017-08-29,30.140573501586914
2017-08-30,30.156421661376953
2017-08-31,30.378280639648438
2017-09-01,30.631813049316406
2017-09-05,30.7031307220459
2017-09-06,30.40996551513672
2017-09-07,31.376617431640625
2017-09-08,31.146839141845703
2017-09-11,30.283201217651367
2017-09-12,30.38619041442871
2017-09-13,30.07260513305664
2017-09-14,30.215517044067383
2017-09-15,30.048784255981445
2017-09-18,29.99321746826172
2017-09-19,30.239320755004883
2017-09-20,29.8741397857666
2017-09-21,29.71535301208496
2017-09-22,30.080551147460938
2017-09-25,30.668027877807617
2017-09-26,30.144065856933594
2017-09-27,29.540708541870117
2017-09-28,29.866193771362305
2017-09-29,29.77886962890625
2017-10-02,30.07260513305664
2017-10-03,30.350467681884766
2017-10-04,30.231393814086914
2017-10-05,30.12818717956543
2017-10-06,30.215517044067383
2017-10-09,30.390159606933594
2017-10-10,30.08849334716797
2017-10-11,30.231393814086914
2017-10-12,30.47749900817871
2017-10-13,30.636272430419922
2017-10-16,30.159936904907227
2017-10-17,30.445737838745117
2017-10-18,30.056734085083008
2017-10-19,30.040863037109375
2017-10-20,30.001163482666016
2017-10-23,29.6677303314209
2017-10-24,29.47719383239746
2017-10-25,29.175518035888672
2017-10-26,28.42925262451172
2017-10-27,28.421310424804688
2017-10-30,28.76268196105957
2017-10-31,28.707115173339844
2017-11-01,28.333984375
2017-11-02,28.961166381835938
2017-11-03,28.611845016479492
2017-11-06,28.873830795288086
2017-11-07,28.611845016479492
2017-11-08,28.82620620727539
2017-11-09,28.484827041625977
2017-11-10,28.19902229309082
2017-11-13,28.34986114501953
2017-11-14,28.80238151550293
2017-11-15,28.643611907958984
2017-11-16,28.651548385620117
2017-11-17,28.74680519104004
2017-11-20,28.84208106994629
2017-11-21,28.873830795288086
2017-11-22,29.143756866455078
2017-11-24,29.11993980407715
2017-11-27,29.4533748626709
2017-11-28,29.48513412475586
2017-11-29,29.056438446044922
2017-11-30,29.366046905517578
2017-12-01,29.52482795715332
2017-12-04,29.246967315673828
2017-12-05,28.738876342773438
2017-12-06,28.44512939453125
2017-12-07,28.576391220092773
2017-12-08,28.162708282470703
2017-12-11,27.581953048706055
2017-12-12,27.51830291748047
2017-12-13,28.4411563873291
2017-12-14,28.560483932495117
2017-12-15,28.5366153717041
2017-12-18,29.157154083251953
2017-12-19,28.91848373413086
2017-12-20,29.125333786010742
2017-12-21,29.22079849243164
2017-12-22,29.3719539642334
2017-12-26,29.88906478881836
2017-12-27,29.91293716430664
2017-12-28,29.84133529663086
2017-12-29,29.84929847717285
2018-01-02,30.358449935913086
2018-01-03,30.103866577148438
2018-01-04,30.438005447387695
2018-01-05,30.54937744140625
2018-01-08,30.517562866210938
2018-01-09,30.31866455078125
2018-01-10,30.50165557861328
2018-01-11,30.8994197845459
2018-01-12,31.65520668029785
2018-01-16,31.822275161743164
2018-01-17,31.384719848632812
2018-01-18,31.2176456451416
2018-01-19,31.40062141418457
2018-01-22,31.551774978637695
2018-01-23,32.07685089111328
2018-01-24,33.07130813598633
2018-01-25,32.434844970703125
2018-01-26,32.65760803222656
2018-01-29,31.885913848876953
2018-01-30,31.901824951171875
2018-01-31,32.22800064086914
2018-02-01,32.108665466308594
2018-02-02,31.002851486206055
2018-02-05,30.072052001953125
2018-02-06,29.93680763244629
2018-02-07,29.45946502685547
2018-02-08,29.125333786010742
2018-02-09,29.24466323852539
2018-02-12,29.364011764526367
2018-02-13,29.45151138305664
2018-02-14,31.0267276763916
2018-02-15,31.352895736694336
2018-02-16,31.114225387573242
2018-02-20,30.541423797607422
2018-02-21,30.358449935913086
2018-02-22,29.93680763244629
2018-02-23,30.780086517333984
2018-02-26,31.281293869018555
2018-02-27,30.581195831298828
2018-02-28,30.390268325805664
2018-03-01,30.31866455078125
2018-03-02,30.17546844482422
2018-03-05,30.453916549682617
2018-03-06,30.907379150390625
2018-03-07,30.100961685180664
2018-03-08,30.069019317626953
2018-03-09,30.10894203186035
2018-03-12,30.324522018432617
2018-03-13,30.516149520874023
2018-03-14,30.492189407348633
2018-03-15,29.789573669433594
2018-03-16,29.853443145751953
2018-03-19,29.91732406616211
2018-03-20,29.781599044799805
2018-03-21,30.516149520874023
2018-03-22,30.029109954833984
2018-03-23,30.947298049926758
2018-03-26,31.849533081054688
2018-03-27,31.16287612915039
2018-03-28,30.651885986328125
2018-03-29,31.194814682006836
2018-04-02,31.354507446289062
2018-04-03,31.00319480895996
2018-04-04,31.13094139099121
2018-04-05,31.354507446289062
2018-04-06,31.370473861694336
2018-04-09,30.803577423095703
2018-04-10,31.514198303222656
2018-04-11,32.44835662841797
2018-04-12,32.25673294067383
2018-04-13,33.2148551940918
2018-04-16,33.071128845214844
2018-04-17,33.03919982910156
2018-04-18,32.807655334472656
2018-04-19,33.48632049560547
2018-04-20,33.01524353027344
2018-04-23,32.78369903564453
2018-04-24,32.77571105957031
2018-04-25,32.352535247802734
2018-04-26,32.55215835571289
2018-04-27,32.464317321777344
2018-04-30,31.370473861694336
2018-05-01,31.3145809173584
2018-05-02,31.290630340576172
2018-05-03,31.78566551208496
2018-05-04,31.657907485961914
2018-05-07,31.83355712890625
2018-05-08,31.9213924407959
2018-05-09,31.905431747436523
