Date,EFX
2022-10-28,167.35000610351562
2022-10-31,166.02798461914062
2022-11-01,165.4893798828125
2022-11-02,158.507080078125
2022-11-03,156.44078063964844
2022-11-04,159.7115936279297
2022-11-07,162.31651306152344
2022-11-08,164.37301635742188
2022-11-09,161.6995391845703
2022-11-10,183.9195098876953
2022-11-11,189.97154235839844
2022-11-14,193.81033325195312
2022-11-15,202.8099822998047
2022-11-16,198.9515380859375
2022-11-17,194.8875274658203
2022-11-18,196.03326416015625
2022-11-21,192.51766967773438
2022-11-22,190.3098907470703
2022-11-23,194.2151641845703
2022-11-25,196.66822814941406
2022-11-28,187.20919799804688
2022-11-29,185.374267578125
2022-11-30,193.66571044921875
2022-12-01,198.4541015625
2022-12-02,197.60043334960938
2022-12-05,190.04493713378906
2022-12-06,190.41781616210938
2022-12-07,190.20193481445312
2022-12-08,194.36239624023438
2022-12-09,193.7441864013672
2022-12-12,194.93148803710938
2022-12-13,203.07569885253906
2022-12-14,199.14096069335938
2022-12-15,194.09744262695312
2022-12-16,188.29833984375
2022-12-19,187.5820770263672
2022-12-20,186.6302490234375
2022-12-21,193.32229614257812
2022-12-22,190.57484436035156
2022-12-23,192.05645751953125
2022-12-27,190.6925811767578
2022-12-28,186.6302490234375
2022-12-29,193.09657287597656
2022-12-30,190.71218872070312
2023-01-03,194.5880584716797
2023-01-04,200.76980590820312
2023-01-05,194.3820037841797
2023-01-06,200.7796173095703
2023-01-09,200.7992706298828
2023-01-10,201.15249633789062
2023-01-11,209.51260375976562
2023-01-12,212.14224243164062
2023-01-13,212.92726135253906
2023-01-17,212.0245361328125
2023-01-18,213.53564453125
2023-01-19,213.36880493164062
2023-01-20,218.51046752929688
2023-01-23,217.97080993652344
2023-01-24,217.8137969970703
2023-01-25,211.25918579101562
2023-01-26,213.10389709472656
2023-01-27,214.14398193359375
2023-01-30,213.27072143554688
2023-01-31,218.02969360351562
2023-02-01,220.40423583984375
2023-02-02,226.3210906982422
2023-02-03,221.74855041503906
2023-02-06,218.0394744873047
2023-02-07,218.74598693847656
2023-02-08,216.06719970703125
2023-02-09,202.84999084472656
2023-02-10,202.29071044921875
2023-02-13,209.8854522705078
2023-02-14,210.04244995117188
2023-02-15,214.42857360839844
2023-02-16,209.00234985351562
2023-02-17,207.7463836669922
2023-02-21,200.35389709472656
2023-02-22,201.78912353515625
2023-02-23,201.09115600585938
2023-02-24,196.74610900878906
2023-02-27,196.30377197265625
2023-02-28,199.09559631347656
2023-03-01,197.33596801757812
2023-03-02,198.5254364013672
2023-03-03,204.00099182128906
2023-03-06,201.92678833007812
2023-03-07,196.5790252685547
2023-03-08,196.55935668945312
2023-03-09,193.8461456298828
2023-03-10,189.86483764648438
2023-03-13,191.69329833984375
2023-03-14,194.98648071289062
2023-03-15,195.8810272216797
2023-03-16,197.27699279785156
2023-03-17,197.48341369628906
2023-03-20,197.47360229492188
2023-03-21,199.47898864746094
2023-03-22,193.71835327148438
2023-03-23,192.5092010498047
2023-03-24,194.2295379638672
2023-03-27,194.23936462402344
2023-03-28,192.1061553955078
2023-03-29,195.35018920898438
2023-03-30,196.30377197265625
2023-03-31,199.4003448486328
2023-04-03,198.81048583984375
2023-04-04,198.68272399902344
2023-04-05,196.0186767578125
2023-04-06,193.0793914794922
2023-04-10,194.40647888183594
2023-04-11,197.17868041992188
2023-04-12,192.27328491210938
2023-04-13,194.7898406982422
2023-04-14,192.14549255371094
2023-04-17,193.3054962158203
2023-04-18,191.49667358398438
2023-04-19,191.60482788085938
2023-04-20,198.80064392089844
2023-04-21,199.33154296875
2023-04-24,197.5227508544922
2023-04-25,194.6719207763672
2023-04-26,195.2715606689453
2023-04-27,202.2314910888672
2023-04-28,204.84640502929688
2023-05-01,201.90711975097656
2023-05-02,195.94985961914062
2023-05-03,196.6085205078125
2023-05-04,193.89532470703125
2023-05-05,196.7166290283203
2023-05-08,197.22784423828125
2023-05-09,195.91053771972656
2023-05-10,199.9508514404297
2023-05-11,200.21627807617188
2023-05-12,200.49148559570312
2023-05-15,202.08407592773438
2023-05-16,199.68540954589844
2023-05-17,202.07421875
2023-05-18,206.77317810058594
2023-05-19,206.55691528320312
2023-05-22,211.65887451171875
2023-05-23,206.49790954589844
2023-05-24,204.59710693359375
2023-05-25,203.99635314941406
2023-05-26,207.45323181152344
2023-05-30,207.5714111328125
2023-05-31,205.4637908935547
2023-06-01,205.39486694335938
2023-06-02,210.4176788330078
2023-06-05,210.62454223632812
2023-06-06,216.2284393310547
2023-06-07,218.34588623046875
2023-06-08,220.43385314941406
2023-06-09,220.4535369873047
2023-06-12,225.32862854003906
2023-06-13,229.25828552246094
2023-06-14,226.2347412109375
2023-06-15,228.88400268554688
2023-06-16,226.2938232421875
2023-06-20,224.31422424316406
2023-06-21,225.299072265625
2023-06-22,223.02403259277344
2023-06-23,220.64065551757812
2023-06-26,220.7588348388672
