Date,TKO
2021-08-17,46.04717254638672
2021-08-18,45.097076416015625
2021-08-19,44.447998046875
2021-08-20,45.633277893066406
2021-08-23,46.14125442504883
2021-08-24,47.053733825683594
2021-08-25,47.232460021972656
2021-08-26,48.295448303222656
2021-08-27,48.91632080078125
2021-08-30,48.8504638671875
2021-08-31,49.01979446411133
2021-09-01,49.24555587768555
2021-09-02,49.47132110595703
2021-09-03,48.91632080078125
2021-09-07,47.89094543457031
2021-09-08,47.55229949951172
2021-09-09,47.110172271728516
2021-09-10,48.831642150878906
2021-09-13,50.778892517089844
2021-09-14,50.92974853515625
2021-09-15,51.92910385131836
2021-09-16,51.85369110107422
2021-09-17,51.93852996826172
2021-09-20,51.6368408203125
2021-09-21,52.523067474365234
2021-09-22,52.211936950683594
2021-09-23,52.58906173706055
2021-09-24,52.75876235961914
2021-09-27,52.82476043701172
2021-09-28,52.409934997558594
2021-09-29,52.881324768066406
2021-09-30,53.04159927368164
2021-10-01,54.352088928222656
2021-10-04,54.286094665527344
2021-10-05,54.62549591064453
2021-10-06,54.946048736572266
2021-10-07,54.9083366394043
2021-10-08,55.45515823364258
2021-10-11,54.946048736572266
2021-10-12,55.832275390625
2021-10-13,55.51172637939453
2021-10-14,56.07740020751953
2021-10-15,56.08682632446289
2021-10-18,56.284812927246094
2021-10-19,56.539363861083984
2021-10-20,56.82220458984375
2021-10-21,56.793922424316406
2021-10-22,56.61478805541992
2021-10-25,56.841064453125
2021-10-26,57.114471435546875
2021-10-27,56.4356575012207
2021-10-28,57.76499938964844
2021-10-29,57.59530258178711
2021-11-01,58.283538818359375
2021-11-02,58.255252838134766
2021-11-03,57.4538688659668
2021-11-04,56.88820266723633
2021-11-05,55.30430603027344
2021-11-08,55.65314865112305
2021-11-09,53.54128646850586
2021-11-10,52.12709426879883
2021-11-11,52.58906173706055
2021-11-12,52.71161651611328
2021-11-15,52.937896728515625
2021-11-16,53.01331329345703
2021-11-17,50.79774856567383
2021-11-18,50.279212951660156
2021-11-19,49.64754867553711
2021-11-22,48.27106475830078
2021-11-23,49.49669647216797
2021-11-24,50.043521881103516
2021-11-26,48.431331634521484
2021-11-29,47.893951416015625
2021-11-30,46.53632354736328
2021-12-01,44.980716705322266
2021-12-02,46.31947708129883
2021-12-03,46.592891693115234
2021-12-06,46.51746368408203
2021-12-07,46.91343688964844
2021-12-08,46.91343688964844
2021-12-09,45.92350769042969
2021-12-10,46.31004333496094
2021-12-13,45.36726379394531
2021-12-14,44.93248748779297
2021-12-15,45.61298751831055
2021-12-16,44.989192962646484
2021-12-17,45.51847839355469
2021-12-20,45.15932083129883
2021-12-21,44.9797477722168
2021-12-22,45.13096618652344
2021-12-23,45.7075080871582
2021-12-27,46.0194091796875
2021-12-28,46.2840576171875
2021-12-29,46.79443359375
2021-12-30,46.29350662231445
2021-12-31,46.633758544921875
2022-01-03,47.12523651123047
2022-01-04,47.74903869628906
2022-01-05,46.00050354003906
2022-01-06,46.33130645751953
2022-01-07,47.27646255493164
2022-01-10,48.35393524169922
2022-01-11,48.71309280395508
2022-01-12,48.31613540649414
2022-01-13,49.507022857666016
2022-01-14,50.25368881225586
2022-01-18,49.57318115234375
2022-01-19,48.59967803955078
2022-01-20,47.730133056640625
2022-01-21,46.926761627197266
2022-01-24,47.25756072998047
2022-01-25,46.35966110229492
2022-01-26,45.88709259033203
2022-01-27,46.151737213134766
2022-01-28,46.02886199951172
2022-01-31,47.200843811035156
2022-02-01,47.22920608520508
2022-02-02,46.709373474121094
2022-02-03,45.18767547607422
2022-02-04,48.8737678527832
2022-02-07,49.69605255126953
2022-02-08,49.84727478027344
2022-02-09,51.95496368408203
2022-02-10,52.29521560668945
2022-02-11,52.644920349121094
2022-02-14,52.966278076171875
2022-02-15,55.092864990234375
2022-02-16,54.29893112182617
2022-02-17,55.41421890258789
2022-02-18,55.338600158691406
2022-02-22,54.62028884887695
2022-02-23,54.42180633544922
2022-02-24,55.092864990234375
2022-02-25,55.38585662841797
2022-02-28,56.0096549987793
2022-03-01,56.09471893310547
2022-03-02,57.162742614746094
2022-03-03,56.44443130493164
2022-03-04,55.470924377441406
2022-03-07,54.37455368041992
2022-03-08,53.58061218261719
2022-03-09,53.42939376831055
2022-03-10,53.94923400878906
2022-03-11,53.49555969238281
2022-03-14,53.00303649902344
2022-03-15,53.00303649902344
2022-03-16,55.15308380126953
2022-03-17,55.73085403442383
2022-03-18,56.592769622802734
2022-03-21,56.44122314453125
2022-03-22,57.606231689453125
2022-03-23,58.13664245605469
2022-03-24,58.18399429321289
2022-03-25,57.83354187011719
2022-03-28,57.77671432495117
2022-03-29,59.7657470703125
2022-03-30,59.083797454833984
2022-03-31,59.140628814697266
2022-04-01,59.11220932006836
2022-04-04,59.61420440673828
2022-04-05,59.12167739868164
2022-04-06,58.515499114990234
2022-04-07,58.496559143066406
2022-04-08,58.2408332824707
2022-04-11,58.051387786865234
2022-04-12,56.82008743286133
2022-04-13,57.30313491821289
2022-04-14,56.83903121948242
2022-04-18,56.69696044921875
2022-04-19,57.08529281616211
2022-04-20,57.56833267211914
2022-04-21,58.259765625
2022-04-22,57.767250061035156
2022-04-25,57.596763610839844
2022-04-26,57.40732192993164
2022-04-27,56.44122314453125
2022-04-28,57.445213317871094
2022-04-29,55.304630279541016
2022-05-02,56.64959716796875
2022-05-03,56.99057388305664
2022-05-04,58.288185119628906
2022-05-05,56.34650802612305
2022-05-06,55.484588623046875
2022-05-09,52.576812744140625
2022-05-10,54.85946273803711
2022-05-11,53.9975471496582
2022-05-12,54.319583892822266
2022-05-13,55.172035217285156
2022-05-16,54.97312545776367
2022-05-17,56.71590042114258
2022-05-18,57.01898956298828
2022-05-19,57.13264846801758
2022-05-20,57.69146728515625
2022-05-23,58.42078399658203
2022-05-24,58.40184020996094
2022-05-25,60.390872955322266
2022-05-26,62.597755432128906
2022-05-27,63.59226989746094
2022-05-31,63.241825103759766
2022-06-01,63.53544616699219
2022-06-02,63.74382781982422
2022-06-03,63.17551803588867
2022-06-06,63.04291534423828
2022-06-07,63.47861099243164
2022-06-08,62.65459060668945
2022-06-09,62.95768737792969
2022-06-10,60.27721405029297
2022-06-13,60.47611999511719
2022-06-14,60.741825103759766
2022-06-15,63.749969482421875
2022-06-16,61.55791473388672
2022-06-17,59.31840896606445
2022-06-21,57.90448760986328
2022-06-22,57.23073196411133
2022-06-23,56.395668029785156
2022-06-24,57.524906158447266
2022-06-27,57.88550567626953
2022-06-28,58.027854919433594
2022-06-29,58.84393310546875
2022-06-30,59.2994270324707
2022-07-01,59.36585998535156
2022-07-05,58.94831848144531
2022-07-06,60.24837112426758
2022-07-07,61.747703552246094
2022-07-08,60.50458908081055
2022-07-11,59.74542999267578
2022-07-12,60.466636657714844
2022-07-13,59.85930633544922
2022-07-14,59.57461929321289
2022-07-15,60.381229400634766
2022-07-18,60.05858612060547
2022-07-19,61.21630096435547
2022-07-20,62.88643264770508
2022-07-21,62.449920654296875
2022-07-22,62.838993072509766
2022-07-25,68.1435775756836
2022-07-26,65.84713745117188
2022-07-27,64.67044830322266
2022-07-28,65.94203186035156
2022-07-29,65.7712173461914
2022-08-01,67.09974670410156
2022-08-02,67.11872100830078
2022-08-03,67.35596466064453
2022-08-04,67.59320068359375
2022-08-05,67.23258209228516
2022-08-08,68.00123596191406
2022-08-09,68.44723510742188
2022-08-10,68.52316284179688
2022-08-11,68.74140930175781
2022-08-12,68.83631134033203
2022-08-15,68.48518371582031
2022-08-16,69.51954650878906
2022-08-17,68.1435775756836
2022-08-18,67.05229949951172
2022-08-19,67.27054595947266
2022-08-22,66.14130401611328
2022-08-23,65.32521057128906
