Date,SYK
2012-05-01,46.48789596557617
2012-05-02,46.30997848510742
2012-05-03,46.39469909667969
2012-05-04,45.64067840576172
2012-05-07,45.85248565673828
2012-05-08,45.87789535522461
2012-05-09,45.11537170410156
2012-05-10,45.217044830322266
2012-05-11,45.05608367919922
2012-05-14,44.59855651855469
2012-05-15,44.047855377197266
2012-05-16,43.827571868896484
2012-05-17,43.19215774536133
2012-05-18,42.582122802734375
2012-05-21,43.573402404785156
2012-05-22,43.81911087036133
2012-05-23,43.446327209472656
2012-05-24,43.81911087036133
2012-05-25,43.92922592163086
2012-05-29,44.55620574951172
2012-05-30,43.67507553100586
2012-05-31,43.59034729003906
2012-06-01,42.37033462524414
2012-06-04,42.226295471191406
2012-06-05,43.031166076660156
2012-06-06,43.42090606689453
2012-06-07,43.37007141113281
2012-06-08,43.47172546386719
2012-06-11,43.55644989013672
2012-06-12,43.869930267333984
2012-06-13,43.62423324584961
2012-06-14,44.344390869140625
2012-06-15,45.87789535522461
2012-06-18,46.23373031616211
2012-06-19,46.75900650024414
2012-06-20,46.51332092285156
2012-06-21,45.53898620605469
2012-06-22,46.23373031616211
2012-06-25,45.50510787963867
2012-06-26,45.598297119140625
2012-06-27,46.21327590942383
2012-06-28,45.75395965576172
2012-06-29,46.868247985839844
2012-07-02,46.50249099731445
2012-07-03,46.5109977722168
2012-07-05,46.1112174987793
2012-07-06,45.54130554199219
2012-07-09,45.65187454223633
2012-07-10,45.13301467895508
2012-07-11,45.13301467895508
2012-07-12,44.84381866455078
2012-07-13,45.12452697753906
2012-07-16,44.996925354003906
2012-07-17,45.69442367553711
2012-07-18,45.56682205200195
2012-07-19,44.350460052490234
2012-07-20,43.70401382446289
2012-07-23,43.16813659667969
2012-07-24,43.16813659667969
2012-07-25,43.61044692993164
2012-07-26,43.63594055175781
2012-07-27,44.58012771606445
2012-07-30,44.52059555053711
2012-07-31,44.25688934326172
2012-08-01,44.937374114990234
2012-08-02,43.72101593017578
2012-08-03,44.869327545166016
2012-08-06,45.03093338012695
2012-08-07,45.08198165893555
2012-08-08,45.073486328125
2012-08-09,44.903358459472656
2012-08-10,45.13301467895508
2012-08-13,45.25210952758789
2012-08-14,45.75395965576172
2012-08-15,46.026161193847656
2012-08-16,46.35789108276367
2012-08-17,46.23881149291992
2012-08-20,46.35789108276367
2012-08-21,46.187767028808594
2012-08-22,45.779476165771484
2012-08-23,45.27762222290039
2012-08-24,45.71144485473633
2012-08-27,45.66888427734375
2012-08-28,45.69442367553711
2012-08-29,45.57533645629883
2012-08-30,45.175540924072266
2012-08-31,45.303138732910156
2012-09-04,45.779476165771484
2012-09-05,45.18404769897461
2012-09-06,46.094200134277344
2012-09-07,46.06018829345703
2012-09-10,45.54981231689453
2012-09-11,45.93260192871094
2012-09-12,46.289833068847656
2012-09-13,46.944801330566406
2012-09-14,47.64229202270508
2012-09-17,47.82942581176758
2012-09-18,47.57425308227539
2012-09-19,47.540225982666016
2012-09-20,47.43816375732422
2012-09-21,47.880455017089844
2012-09-24,48.050594329833984
2012-09-25,47.616783142089844
2012-09-26,47.46564865112305
2012-09-27,47.653499603271484
2012-09-28,47.52541732788086
2012-10-01,46.87648391723633
2012-10-02,46.680091857910156
2012-10-03,46.46664810180664
2012-10-04,47.013099670410156
2012-10-05,46.79963684082031
2012-10-08,46.4068717956543
2012-10-09,45.02363586425781
2012-10-10,44.58816909790039
2012-10-11,44.7930908203125
2012-10-12,44.65647888183594
2012-10-15,44.65647888183594
2012-10-16,45.64693832397461
2012-10-17,45.100460052490234
2012-10-18,45.775028228759766
2012-10-19,44.94678497314453
2012-10-22,45.21147918701172
2012-10-23,44.61378479003906
2012-10-24,44.6393928527832
2012-10-25,44.74187469482422
2012-10-26,44.56254959106445
2012-10-31,44.912620544433594
2012-11-01,45.313941955566406
2012-11-02,44.94678497314453
2012-11-05,45.00654602050781
2012-11-06,45.64693832397461
2012-11-07,44.921165466308594
2012-11-08,44.75893020629883
2012-11-09,44.85286331176758
2012-11-12,45.296875
2012-11-13,44.98093795776367
2012-11-14,44.67355728149414
2012-11-15,44.40031433105469
2012-11-16,44.48571014404297
2012-11-19,45.25415802001953
2012-11-20,45.766475677490234
2012-11-21,45.68109130859375
2012-11-23,46.55202865600586
2012-11-26,46.56057357788086
2012-11-27,46.295867919921875
2012-11-28,46.620330810546875
2012-11-29,46.15071487426758
2012-11-30,46.24465560913086
2012-12-03,46.483707427978516
