Date,BEN
2012-11-20,25.867572784423828
2012-11-21,26.047677993774414
2012-11-23,26.3584041595459
2012-11-26,26.1347599029541
2012-11-27,26.055585861206055
2012-11-28,26.031843185424805
2012-11-29,26.247575759887695
2012-11-30,26.128822326660156
2012-12-03,26.138715744018555
2012-12-04,26.067838668823242
2012-12-05,25.839000701904297
2012-12-06,25.78229331970215
2012-12-07,25.857227325439453
2012-12-10,25.80254364013672
2012-12-11,25.798500061035156
2012-12-12,25.701061248779297
2012-12-13,25.741653442382812
2012-12-14,25.776166915893555
2012-12-17,26.14760971069336
2012-12-18,26.07656478881836
2012-12-19,26.14557647705078
2012-12-20,26.267370223999023
2012-12-21,26.048160552978516
2012-12-24,26.064374923706055
2012-12-26,25.703086853027344
2012-12-27,25.636106491088867
2012-12-28,25.303218841552734
2012-12-31,25.514324188232422
2013-01-02,26.381032943725586
2013-01-03,26.344505310058594
2013-01-04,26.685504913330078
2013-01-07,26.494705200195312
2013-01-08,26.82961654663086
2013-01-09,26.665205001831055
2013-01-10,27.201061248779297
2013-01-11,27.53597640991211
2013-01-14,27.51973533630371
2013-01-15,27.523801803588867
2013-01-16,27.5177059173584
2013-01-17,27.580629348754883
2013-01-18,27.07522201538086
2013-01-22,27.07522201538086
2013-01-23,26.943288803100586
2013-01-24,26.973730087280273
2013-01-25,27.296464920043945
2013-01-28,27.60701560974121
2013-01-29,27.992677688598633
2013-01-30,27.8729190826416
2013-01-31,27.783607482910156
2013-02-01,28.37021827697754
2013-02-04,28.163185119628906
2013-02-05,28.443286895751953
2013-02-06,28.530563354492188
2013-02-07,28.3418025970459
2013-02-08,28.457500457763672
2013-02-11,28.449384689331055
2013-02-12,28.873605728149414
2013-02-13,28.934497833251953
2013-02-14,29.31610107421875
2013-02-15,29.342479705810547
2013-02-19,29.6510066986084
2013-02-20,29.04207992553711
2013-02-21,28.58740234375
2013-02-22,29.074552536010742
2013-02-25,28.40878677368164
2013-02-26,28.3154239654541
2013-02-27,28.78632164001465
2013-02-28,28.670631408691406
2013-03-01,28.585372924804688
2013-03-04,28.88984489440918
2013-03-05,29.446012496948242
2013-03-06,29.67535972595215
2013-03-07,29.67535972595215
2013-03-08,29.80527114868164
2013-03-11,30.032608032226562
2013-03-12,30.071178436279297
2013-03-13,30.211231231689453
2013-03-14,30.464950561523438
2013-03-15,30.4263858795166
2013-03-18,30.079299926757812
2013-03-19,30.016368865966797
2013-03-20,30.268068313598633
2013-03-21,29.86617088317871
2013-03-22,30.170635223388672
2013-03-25,30.136127471923828
2013-03-26,30.65270233154297
2013-03-27,30.418825149536133
2013-03-28,30.671009063720703
