Date,CI
2015-07-31,132.3701934814453
2015-08-03,131.72698974609375
2015-08-04,132.21400451660156
2015-08-05,135.5770263671875
2015-08-06,134.88790893554688
2015-08-07,134.0149383544922
2015-08-10,133.85873413085938
2015-08-11,132.93988037109375
2015-08-12,131.71780395507812
2015-08-13,131.5615997314453
2015-08-14,132.42530822753906
2015-08-17,134.6948699951172
2015-08-18,136.44068908691406
2015-08-19,137.047119140625
2015-08-20,133.4544219970703
2015-08-21,131.12977600097656
2015-08-24,124.73450469970703
2015-08-25,122.93356323242188
2015-08-26,126.38845825195312
2015-08-27,127.07757568359375
2015-08-28,126.68248748779297
2015-08-31,129.3655242919922
2015-09-01,127.72077178955078
2015-09-02,128.03317260742188
2015-09-03,130.12818908691406
2015-09-04,128.06993103027344
2015-09-08,129.6044464111328
2015-09-09,128.40992736816406
2015-09-10,126.30572509765625
2015-09-11,128.29049682617188
2015-09-14,128.03317260742188
2015-09-15,129.27365112304688
2015-09-16,131.0194549560547
2015-09-17,131.16648864746094
2015-09-18,130.12818908691406
2015-09-21,130.56004333496094
2015-09-22,129.69630432128906
2015-09-23,131.12977600097656
2015-09-24,129.57687377929688
2015-09-25,126.32413482666016
2015-09-28,122.20763397216797
2015-09-29,121.74822998046875
2015-09-30,124.06376647949219
2015-10-01,124.4404525756836
2015-10-02,127.33485412597656
2015-10-05,128.3548126220703
2015-10-06,125.61663055419922
2015-10-07,125.5430908203125
2015-10-08,122.78652954101562
2015-10-09,125.29500579833984
2015-10-12,126.4435806274414
2015-10-13,127.58295440673828
2015-10-14,126.43440246582031
2015-10-15,127.80343627929688
2015-10-16,129.31959533691406
2015-10-19,130.38548278808594
2015-10-20,130.67030334472656
2015-10-21,125.52474975585938
2015-10-22,118.98249053955078
2015-10-23,121.78495788574219
2015-10-26,122.32711029052734
2015-10-27,125.8554916381836
2015-10-28,125.0101547241211
2015-10-29,124.55072784423828
2015-10-30,123.16326141357422
2015-11-02,122.89678955078125
2015-11-03,121.24284362792969
2015-11-04,119.39596557617188
2015-11-05,121.65632629394531
2015-11-06,122.03305053710938
2015-11-09,122.15252685546875
2015-11-10,123.35624694824219
2015-11-11,121.11421966552734
2015-11-12,120.72831726074219
2015-11-13,120.89370727539062
2015-11-16,122.65791320800781
2015-11-17,122.90596771240234
2015-11-18,124.17401885986328
2015-11-19,117.4571762084961
2015-11-20,121.44500732421875
2015-11-23,122.36385345458984
2015-11-24,123.36543273925781
2015-11-25,123.24596405029297
2015-11-27,124.32103729248047
2015-11-30,124.02699279785156
2015-12-01,128.26290893554688
2015-12-02,128.40072631835938
2015-12-03,126.1219711303711
2015-12-04,129.0347442626953
2015-12-07,126.60895538330078
2015-12-08,126.15873718261719
2015-12-09,125.99333190917969
2015-12-10,127.93213653564453
2015-12-11,128.71311950683594
2015-12-14,129.27365112304688
2015-12-15,129.2277374267578
2015-12-16,129.7330780029297
2015-12-17,131.3961639404297
2015-12-18,132.28750610351562
2015-12-21,132.74693298339844
2015-12-22,133.83114624023438
2015-12-23,134.9429931640625
2015-12-24,134.57545471191406
2015-12-28,135.13595581054688
2015-12-29,136.33041381835938
2015-12-30,134.9337921142578
2015-12-31,134.45602416992188
2016-01-04,134.65817260742188
2016-01-05,132.4436798095703
2016-01-06,131.42379760742188
2016-01-07,129.89845275878906
2016-01-08,127.4819107055664
2016-01-11,123.79727172851562
2016-01-12,127.79424285888672
2016-01-13,124.2842788696289
2016-01-14,127.4634780883789
2016-01-15,125.1755599975586
2016-01-19,128.56614685058594
2016-01-20,127.93213653564453
2016-01-21,128.75906372070312
2016-01-22,126.70999908447266
2016-01-25,124.82637786865234
2016-01-26,124.43128204345703
2016-01-27,120.77423095703125
2016-01-28,119.29489135742188
2016-01-29,122.75897979736328
2016-02-01,122.41898345947266
2016-02-02,121.1969223022461
2016-02-03,121.74822998046875
2016-02-04,123.83405303955078
2016-02-05,122.25360870361328
2016-02-08,114.82006072998047
2016-02-09,117.77877807617188
2016-02-10,118.99166107177734
2016-02-11,117.6133804321289
2016-02-12,119.72674560546875
2016-02-16,123.2918930053711
2016-02-17,124.82637786865234
2016-02-18,124.64261627197266
2016-02-19,123.07139587402344
2016-02-22,125.29500579833984
2016-02-23,126.6548843383789
2016-02-24,126.10364532470703
2016-02-25,128.9337158203125
2016-02-26,129.78819274902344
2016-02-29,128.28128051757812
2016-03-01,127.2889175415039
2016-03-02,129.0990447998047
2016-03-03,129.0347442626953
2016-03-04,127.6656723022461
2016-03-07,129.0714874267578
2016-03-08,128.56614685058594
2016-03-09,128.7591094970703
2016-03-10,130.6341552734375
2016-03-11,132.92276000976562
2016-03-14,133.52015686035156
2016-03-15,131.79222106933594
2016-03-16,130.4687042236328
2016-03-17,126.65436553955078
2016-03-18,128.24440002441406
2016-03-21,126.97605895996094
2016-03-22,127.71131896972656
2016-03-23,126.71870422363281
2016-03-24,126.7922134399414
2016-03-28,126.479736328125
2016-03-29,126.90254974365234
2016-03-30,126.34184265136719
2016-03-31,126.13968658447266
2016-04-01,126.0661392211914
2016-04-04,129.80691528320312
2016-04-05,124.53121948242188
2016-04-06,124.26469421386719
2016-04-07,121.19482421875
2016-04-08,119.86210632324219
2016-04-11,121.36946105957031
2016-04-12,124.79774475097656
2016-04-13,125.91912841796875
2016-04-14,124.08084869384766
2016-04-15,125.59735870361328
2016-04-18,126.02935791015625
2016-04-19,128.5569610595703
2016-04-20,129.84371948242188
2016-04-21,128.98892211914062
2016-04-22,130.34921264648438
2016-04-25,128.90623474121094
2016-04-26,129.30142211914062
2016-04-27,128.00546264648438
2016-04-28,128.62127685546875
2016-04-29,127.33451080322266
2016-05-02,127.09554290771484
2016-05-03,126.59923553466797
2016-05-04,124.35658264160156
2016-05-05,124.01647186279297
2016-05-06,120.26654815673828
2016-05-09,120.7536392211914
2016-05-10,122.28855895996094
2016-05-11,119.95399475097656
2016-05-12,117.70216369628906
2016-05-13,117.97789001464844
2016-05-16,119.49443054199219
2016-05-17,119.88963317871094
2016-05-18,119.0073013305664
2016-05-19,118.62126922607422
2016-05-20,120.66175842285156
2016-05-23,115.9466552734375
2016-05-24,114.71501922607422
2016-05-25,118.84185791015625
2016-05-26,118.4466323852539
2016-05-27,118.40068054199219
2016-05-31,117.74811553955078
2016-06-01,117.38966369628906
2016-06-02,119.09001159667969
2016-06-03,119.2094955444336
2016-06-06,119.14518737792969
2016-06-07,118.43745422363281
2016-06-08,120.56061553955078
2016-06-09,118.7958984375
2016-06-10,117.72054290771484
2016-06-13,116.26832580566406
2016-06-14,117.06797790527344
2016-06-15,116.32347106933594
2016-06-16,118.28121948242188
2016-06-17,119.02569580078125
2016-06-20,117.49995422363281
2016-06-21,117.4540023803711
2016-06-22,117.55509948730469
2016-06-23,119.25546264648438
2016-06-24,117.38048553466797
2016-06-27,112.21504211425781
2016-06-28,115.08268737792969
2016-06-29,118.40989685058594
2016-06-30,117.63780975341797
2016-07-01,117.89519500732422
2016-07-05,116.49811553955078
2016-07-06,117.92276000976562
2016-07-07,116.7278823852539
2016-07-08,119.11760711669922
2016-07-11,117.98709106445312
2016-07-12,118.56613159179688
2016-07-13,119.65986633300781
2016-07-14,119.49443054199219
2016-07-15,121.02019500732422
2016-07-18,122.36209106445312
2016-07-19,119.7609634399414
2016-07-20,122.34371185302734
2016-07-21,128.9705810546875
2016-07-22,134.19114685058594
2016-07-25,128.86940002441406
2016-07-26,128.68560791015625
2016-07-27,126.9576644897461
2016-07-28,124.99073791503906
2016-07-29,118.52938079833984
2016-08-01,116.53487396240234
2016-08-02,114.09002685546875
2016-08-03,114.52201080322266
2016-08-04,117.90435791015625
2016-08-05,118.10657501220703
2016-08-08,118.0054702758789
2016-08-09,116.8841323852539
2016-08-10,117.27935791015625
2016-08-11,116.37865447998047
2016-08-12,122.52754211425781
2016-08-15,121.90254974365234
2016-08-16,121.16722869873047
2016-08-17,121.59922790527344
2016-08-18,121.8933334350586
2016-08-19,122.24258422851562
2016-08-22,122.56430053710938
2016-08-23,122.24258422851562
2016-08-24,120.74441528320312
2016-08-25,118.9429931640625
2016-08-26,117.32532501220703
2016-08-29,118.09738159179688
2016-08-30,117.84922790527344
2016-08-31,117.885986328125
2016-09-01,117.316162109375
2016-09-02,117.81245422363281
2016-09-06,117.26097869873047
2016-09-07,116.48892974853516
2016-09-08,117.34371185302734
2016-09-09,118.06061553955078
2016-09-12,118.57530212402344
2016-09-13,117.22422790527344
2016-09-14,116.03858184814453
2016-09-15,118.23526763916016
2016-09-16,121.31430053710938
2016-09-19,121.22238159179688
2016-09-20,120.92827606201172
2016-09-21,121.83818054199219
2016-09-22,121.32347106933594
2016-09-23,120.40434265136719
2016-09-26,119.79776000976562
2016-09-27,121.0477294921875
2016-09-28,120.86392974853516
2016-09-29,120.22056579589844
2016-09-30,119.77937316894531
2016-10-03,117.65618896484375
2016-10-04,117.74811553955078
2016-10-05,116.81062316894531
2016-10-06,116.63597869873047
2016-10-07,116.93930053710938
2016-10-10,117.39884185791016
2016-10-11,114.88966369628906
2016-10-12,112.09554290771484
2016-10-13,111.3602523803711
