Date,RMD
2016-10-17,58.059879302978516
2016-10-18,58.79265213012695
2016-10-19,58.36746597290039
2016-10-20,57.51709747314453
2016-10-21,57.643741607666016
2016-10-24,57.67993927001953
2016-10-25,58.01464080810547
2016-10-26,54.776031494140625
2016-10-27,54.12468719482422
2016-10-28,54.59510803222656
2016-10-31,54.070411682128906
2016-11-01,52.632049560546875
2016-11-02,52.062110900878906
2016-11-03,51.872127532958984
2016-11-04,51.94450378417969
2016-11-07,52.433006286621094
2016-11-08,52.39661407470703
2016-11-09,53.0971794128418
2016-11-10,53.97060775756836
2016-11-11,54.45281219482422
2016-11-14,53.27913284301758
2016-11-15,53.24274826049805
2016-11-16,52.55127716064453
2016-11-17,53.4884033203125
2016-11-18,53.25185012817383
2016-11-21,53.24274826049805
2016-11-22,52.83333206176758
2016-11-23,52.978904724121094
2016-11-25,53.70675277709961
2016-11-28,55.144287109375
2016-11-29,56.50901794433594
2016-11-30,55.935813903808594
2016-12-01,54.18896484375
2016-12-02,54.15256881713867
2016-12-05,54.52559280395508
2016-12-06,54.389122009277344
2016-12-07,54.89862823486328
2016-12-08,55.83574676513672
2016-12-09,56.61818313598633
2016-12-12,57.1094970703125
2016-12-13,56.991207122802734
2016-12-14,56.59999084472656
2016-12-15,56.69097137451172
2016-12-16,56.89113998413086
2016-12-19,56.68187713623047
2016-12-20,56.43622970581055
2016-12-21,56.06319808959961
2016-12-22,56.06319808959961
2016-12-23,56.43622970581055
2016-12-27,56.281558990478516
2016-12-28,56.117794036865234
2016-12-29,56.809242248535156
2016-12-30,56.45441436767578
2017-01-03,56.36343765258789
2017-01-04,56.72737121582031
2017-01-05,56.290653228759766
2017-01-06,56.53630065917969
2017-01-09,57.55531311035156
2017-01-10,58.456024169921875
2017-01-11,58.32866668701172
2017-01-12,58.46512985229492
2017-01-13,59.438655853271484
2017-01-17,58.392337799072266
2017-01-18,57.58259582519531
2017-01-19,57.22776794433594
2017-01-20,57.91013717651367
2017-01-23,57.86464309692383
2017-01-24,63.43275833129883
2017-01-25,63.55101013183594
2017-01-26,62.22269821166992
2017-01-27,61.99522018432617
2017-01-30,61.59489822387695
2017-01-31,61.4493522644043
2017-02-01,60.91253662109375
2017-02-02,60.95804214477539
2017-02-03,62.05892562866211
2017-02-06,62.49563217163086
2017-02-07,63.0167350769043
2017-02-08,63.40985870361328
2017-02-09,63.81212615966797
2017-02-10,64.20521545410156
2017-02-13,64.78115844726562
2017-02-14,64.97315979003906
2017-02-15,65.54911041259766
2017-02-16,65.75022888183594
2017-02-17,66.07022094726562
2017-02-21,66.0153579711914
2017-02-22,66.1707534790039
2017-02-23,65.47598266601562
2017-02-24,65.78678894042969
2017-02-27,65.84163665771484
2017-02-28,65.85079956054688
2017-03-01,66.69187927246094
2017-03-02,66.26219177246094
2017-03-03,66.1707534790039
2017-03-06,65.65880584716797
2017-03-07,65.38452911376953
2017-03-08,64.66231536865234
2017-03-09,64.70805358886719
2017-03-10,65.31141662597656
2017-03-13,65.53082275390625
2017-03-14,64.90916442871094
2017-03-15,65.35711669921875
