Date,APH
2015-04-24,12.708174705505371
2015-04-27,12.719488143920898
2015-04-28,12.667449951171875
2015-04-29,12.622203826904297
2015-04-30,12.527179718017578
2015-05-01,12.780574798583984
2015-05-04,12.857498168945312
2015-05-05,12.651612281799316
2015-05-06,12.601840019226074
2015-05-07,12.613152503967285
2015-05-08,12.852973937988281
2015-05-11,12.929896354675293
2015-05-12,12.843925476074219
2015-05-13,12.884651184082031
2015-05-14,13.14030647277832
2015-05-15,13.072429656982422
2015-05-18,13.158404350280762
2015-05-19,13.13577938079834
2015-05-20,13.183290481567383
2015-05-21,13.115418434143066
2015-05-22,13.106369018554688
2015-05-26,12.936683654785156
2015-05-27,13.043018341064453
2015-05-28,13.038496017456055
2015-05-29,12.907271385192871
2015-06-01,12.941213607788086
2015-06-02,13.045282363891602
2015-06-03,13.095056533813477
2015-06-04,12.884651184082031
2015-06-05,12.927631378173828
2015-06-08,12.892488479614258
2015-06-09,12.853944778442383
2015-06-10,13.012662887573242
2015-06-11,13.037605285644531
2015-06-12,13.08068561553955
2015-06-15,12.921965599060059
2015-06-16,12.958244323730469
2015-06-17,12.931032180786133
2015-06-18,13.196322441101074
2015-06-19,13.08068561553955
2015-06-22,13.135101318359375
2015-06-23,13.089755058288574
2015-06-24,12.876618385314941
2015-06-25,12.738304138183594
2015-06-26,12.624934196472168
2015-06-29,12.887955665588379
2015-06-30,13.144171714782715
2015-07-01,13.026264190673828
2015-07-02,12.921965599060059
2015-07-06,12.702024459838867
2015-07-07,12.672552108764648
2015-07-08,12.28935718536377
2015-07-09,12.309765815734863
2015-07-10,12.35964584350586
2015-07-13,12.556912422180176
2015-07-14,12.504761695861816
2015-07-15,12.47075080871582
2015-07-16,12.459415435791016
2015-07-17,12.316570281982422
2015-07-20,12.323368072509766
2015-07-21,12.264415740966797
2015-07-22,12.874349594116211
2015-07-23,12.75644588470459
2015-07-24,12.66574764251709
2015-07-27,12.414068222045898
2015-07-28,12.822198867797852
2015-07-29,12.935566902160645
2015-07-30,12.903825759887695
2015-07-31,12.790453910827637
2015-08-03,12.68388557434082
2015-08-04,12.606795310974121
2015-08-05,12.717900276184082
2015-08-06,12.638541221618652
2015-08-07,12.597723960876465
2015-08-10,12.840338706970215
2015-08-11,12.679349899291992
2015-08-12,12.64080810546875
2015-08-13,12.572787284851074
2015-08-14,12.599993705749512
2015-08-17,12.649874687194824
2015-08-18,12.516098976135254
2015-08-19,12.522899627685547
2015-08-20,12.271219253540039
2015-08-21,11.754251480102539
2015-08-24,11.123909950256348
2015-08-25,11.244080543518066
2015-08-26,11.470823287963867
2015-08-27,12.067151069641113
2015-08-28,11.990059852600098
2015-08-31,11.87215518951416
2015-09-01,11.423210144042969
2015-09-02,11.776925086975098
2015-09-03,11.785991668701172
2015-09-04,11.538178443908691
2015-09-08,11.733704566955566
2015-09-09,11.506349563598633
2015-09-10,11.68596076965332
2015-09-11,11.720061302185059
2015-09-14,11.710968017578125
2015-09-15,11.886029243469238
2015-09-16,11.983787536621094
2015-09-17,12.015620231628418
2015-09-18,11.80872917175293
2015-09-21,11.824641227722168
2015-09-22,11.52453899383545
2015-09-23,11.47679328918457
2015-09-24,11.381303787231445
2015-09-25,11.508624076843262
2015-09-28,11.247169494628906
2015-09-29,11.304003715515137
2015-09-30,11.585922241210938
2015-10-01,11.374483108520508
2015-10-02,11.483616828918457
2015-10-05,11.772351264953613
2015-10-06,11.64958381652832
2015-10-07,11.745071411132812
2015-10-08,11.847379684448242
2015-10-09,11.806453704833984
2015-10-12,11.829192161560059
2015-10-13,11.751891136169434
2015-10-14,11.799639701843262
2015-10-15,12.00879955291748
2015-10-16,12.120203971862793
2015-10-19,12.067913055419922
2015-10-20,12.142940521240234
