Date,EBAY
2021-02-04,56.20755386352539
2021-02-05,57.228328704833984
2021-02-08,58.70893096923828
2021-02-09,57.228328704833984
2021-02-10,57.31110382080078
2021-02-11,57.301910400390625
2021-02-12,57.94564437866211
2021-02-16,57.81688690185547
2021-02-17,57.982421875
2021-02-18,57.75251388549805
2021-02-19,56.9984245300293
2021-02-22,56.6121826171875
2021-02-23,56.43745422363281
2021-02-24,54.607398986816406
2021-02-25,52.400291442871094
2021-02-26,52.04972839355469
2021-03-01,53.950164794921875
2021-03-02,52.57557678222656
2021-03-03,50.37070083618164
2021-03-04,49.20829772949219
2021-03-05,49.59577178955078
2021-03-08,49.34669494628906
2021-03-09,51.81909942626953
2021-03-10,51.05338668823242
2021-03-11,51.88367462158203
2021-03-12,51.477752685546875
2021-03-15,53.20289993286133
2021-03-16,52.972267150878906
2021-03-17,54.42988586425781
2021-03-18,54.3376350402832
2021-03-19,55.10334396362305
2021-03-22,55.61996841430664
2021-03-23,55.63840866088867
2021-03-24,53.175228118896484
2021-03-25,53.590370178222656
2021-03-26,56.11813735961914
2021-03-29,55.21404266357422
2021-03-30,55.64763641357422
2021-03-31,56.496368408203125
2021-04-01,58.22153091430664
2021-04-05,58.756587982177734
2021-04-06,57.67723083496094
2021-04-07,56.9760856628418
2021-04-08,57.37278747558594
2021-04-09,57.631103515625
2021-04-12,57.787933349609375
2021-04-13,58.87652587890625
2021-04-14,57.92631530761719
2021-04-15,59.374698638916016
2021-04-16,59.900543212890625
2021-04-19,58.84885025024414
2021-04-20,57.00376510620117
2021-04-21,56.99454116821289
2021-04-22,56.035099029541016
2021-04-23,56.19193649291992
2021-04-26,56.810028076171875
2021-04-27,56.92074966430664
2021-04-28,57.492713928222656
2021-04-29,51.726844787597656
2021-04-30,51.46852493286133
2021-05-03,53.645729064941406
2021-05-04,53.221351623535156
2021-05-05,53.728755950927734
2021-05-06,54.26382827758789
2021-05-07,55.14946746826172
2021-05-10,56.680877685546875
2021-05-11,55.749122619628906
2021-05-12,53.765647888183594
2021-05-13,54.19001770019531
2021-05-14,56.14581298828125
2021-05-17,56.9115104675293
2021-05-18,56.542503356933594
2021-05-19,55.15869903564453
2021-05-20,54.86347579956055
2021-05-21,56.29341506958008
2021-05-24,56.247283935546875
2021-05-25,56.55172348022461
2021-05-26,56.680877685546875
2021-05-27,54.90037536621094
2021-05-28,56.33465576171875
2021-06-01,56.7880744934082
2021-06-02,58.67576599121094
2021-06-03,59.2864875793457
2021-06-04,60.35988235473633
2021-06-07,60.56345748901367
2021-06-08,60.88732147216797
2021-06-09,61.03538131713867
2021-06-10,61.76639175415039
2021-06-11,62.118011474609375
2021-06-14,60.97061538696289
2021-06-15,61.03538131713867
2021-06-16,61.15566635131836
2021-06-17,60.45241928100586
2021-06-18,58.53696060180664
2021-06-21,59.59184646606445
2021-06-22,60.04527282714844
2021-06-23,60.424659729003906
2021-06-24,61.59983825683594
2021-06-25,62.830535888671875
2021-06-28,63.68183898925781
2021-06-29,65.2271728515625
2021-06-30,64.96806335449219
2021-07-01,64.58868408203125
2021-07-02,64.84778594970703
2021-07-06,63.866912841796875
2021-07-07,64.83851623535156
2021-07-08,63.52454376220703
2021-07-09,64.27406311035156
2021-07-12,63.82065200805664
2021-07-13,63.607818603515625
2021-07-14,62.950836181640625
2021-07-15,63.05261993408203
2021-07-16,63.08964157104492
2021-07-19,63.413490295410156
2021-07-20,64.3758544921875
2021-07-21,64.64421844482422
2021-07-22,66.67993927001953
2021-07-23,68.04944610595703
2021-07-26,67.79035949707031
2021-07-27,66.89278411865234
2021-07-28,67.44796752929688
2021-07-29,67.92916107177734
2021-07-30,63.11738586425781
2021-08-02,63.50603485107422
2021-08-03,62.932315826416016
2021-08-04,62.92307662963867
2021-08-05,62.256832122802734
2021-08-06,60.60047149658203
2021-08-09,60.47091293334961
2021-08-10,62.28458023071289
2021-08-11,62.94157409667969
2021-08-12,63.74663162231445
2021-08-13,68.49359893798828
2021-08-16,69.63175201416016
2021-08-17,67.4017105102539
2021-08-18,67.39246368408203
2021-08-19,67.39246368408203
2021-08-20,67.88289642333984
2021-08-23,67.7348403930664
2021-08-24,67.4017105102539
2021-08-25,68.62317657470703
2021-08-26,69.9926528930664
2021-08-27,70.70518493652344
2021-08-30,71.76005554199219
2021-08-31,71.17574310302734
2021-09-01,70.62852478027344
2021-09-02,70.9438705444336
2021-09-03,70.98095703125
2021-09-07,69.29293060302734
2021-09-08,68.56950378417969
2021-09-09,67.70692443847656
2021-09-10,67.29882049560547
2021-09-13,67.40084838867188
2021-09-14,66.21366119384766
2021-09-15,68.62512969970703
2021-09-16,69.2836685180664
2021-09-17,68.73644256591797
2021-09-20,67.58634948730469
2021-09-21,66.89073181152344
2021-09-22,67.90167999267578
2021-09-23,68.17993927001953
2021-09-24,67.69762420654297
2021-09-27,68.32833862304688
2021-09-28,66.09307861328125
2021-09-29,64.89661407470703
2021-09-30,64.61837768554688
2021-10-01,64.84097290039062
2021-10-04,63.50537872314453
2021-10-05,64.89661407470703
2021-10-06,66.35276794433594
2021-10-07,68.79207611083984
2021-10-08,69.6082763671875
2021-10-11,69.09814453125
2021-10-12,69.25582122802734
2021-10-13,69.46915435791016
2021-10-14,69.26510620117188
2021-10-15,69.46915435791016
2021-10-18,68.86628723144531
2021-10-19,69.30220794677734
2021-10-20,70.46159362792969
2021-10-21,70.68417358398438
2021-10-22,74.74657440185547
2021-10-25,74.72803497314453
2021-10-26,72.80812072753906
2021-10-27,72.02904510498047
2021-10-28,67.15971374511719
2021-10-29,71.15718078613281
2021-11-01,70.76765441894531
2021-11-02,69.46915435791016
2021-11-03,69.97927856445312
2021-11-04,70.74909210205078
2021-11-05,70.09056091308594
2021-11-08,68.41181945800781
2021-11-09,68.59730529785156
2021-11-10,67.92024230957031
2021-11-11,67.98517608642578
2021-11-12,68.55094909667969
2021-11-15,68.82919311523438
